account_id,metric_time,metric_name_id,metric_value
3636,2025-09-28 15:39:49.167337,5,13.73
1515,2025-11-13 15:39:49.167439,1,39.87
1532,2025-12-02 15:39:49.167543,2,92.32
3285,2025-10-20 15:39:49.167648,3,30.94
3933,2025-12-06 15:39:49.167751,5,87.93
2869,2025-10-07 15:39:49.167856,8,61.56
3420,2025-09-09 15:39:49.167960,5,49.26
2194,2025-09-21 15:39:49.168065,6,65.59
4290,2025-11-09 15:39:49.168169,3,13.34
2050,2025-11-10 15:39:49.168274,4,84.82
2151,2025-10-04 15:39:49.168376,4,45.6
1025,2025-12-07 15:39:49.168487,9,28.97
27,2025-11-06 15:39:49.168590,4,44.68
3334,2025-09-09 15:39:49.168694,3,19.81
3431,2025-12-05 15:39:49.168798,2,14.25
3136,2025-10-09 15:39:49.168906,7,60.99
3667,2025-09-16 15:39:49.169012,4,3.09
1936,2025-10-04 15:39:49.169116,8,67.5
1958,2025-09-27 15:39:49.169219,9,97.14
2145,2025-09-10 15:39:49.169329,3,41.68
2234,2025-11-06 15:39:49.169440,1,65.48
1866,2025-11-25 15:39:49.169543,2,51.04
2196,2025-11-28 15:39:49.169649,9,88.43
1948,2025-11-02 15:39:49.169754,5,87.0
414,2025-09-17 15:39:49.169859,1,80.65
3235,2025-10-21 15:39:49.169963,3,29.42
2207,2025-10-09 15:39:49.170067,2,75.22
1169,2025-11-04 15:39:49.170171,8,56.62
359,2025-11-18 15:39:49.170275,6,91.12
4840,2025-11-27 15:39:49.170378,6,54.69
2974,2025-10-02 15:39:49.170483,9,35.13
1183,2025-10-11 15:39:49.170587,3,23.13
2337,2025-12-03 15:39:49.170691,6,88.01
645,2025-10-28 15:39:49.170795,3,20.16
530,2025-10-25 15:39:49.170900,2,70.02
2401,2025-09-29 15:39:49.171003,1,51.21
4373,2025-10-13 15:39:49.171105,10,10.66
4089,2025-10-12 15:39:49.171208,3,17.89
4510,2025-11-04 15:39:49.171310,8,81.49
3198,2025-10-15 15:39:49.171413,2,8.24
1658,2025-09-15 15:39:49.171520,2,35.16
2784,2025-09-28 15:39:49.171624,9,85.45
1237,2025-11-08 15:39:49.171734,3,15.51
2807,2025-09-14 15:39:49.171837,9,69.27
1091,2025-11-09 15:39:49.171940,4,70.95
382,2025-09-15 15:39:49.172045,7,34.9
4466,2025-10-09 15:39:49.172148,2,31.32
2714,2025-11-17 15:39:49.172256,6,24.35
4498,2025-11-03 15:39:49.172358,8,52.39
4370,2025-10-28 15:39:49.172465,3,51.49
1218,2025-10-15 15:39:49.172568,10,70.92
4036,2025-11-08 15:39:49.172672,10,96.63
2824,2025-10-12 15:39:49.172783,2,94.65
2775,2025-11-22 15:39:49.172886,4,72.11
1992,2025-10-11 15:39:49.172990,8,85.43
653,2025-09-18 15:39:49.173093,4,13.03
2315,2025-09-30 15:39:49.173196,7,91.13
2367,2025-09-17 15:39:49.173297,3,57.51
2074,2025-10-01 15:39:49.173401,5,32.22
2194,2025-09-23 15:39:49.173503,3,48.12
4139,2025-10-10 15:39:49.173608,8,91.59
4498,2025-10-05 15:39:49.173712,8,23.9
3235,2025-10-02 15:39:49.173815,7,79.8
2193,2025-12-02 15:39:49.173924,10,93.41
2301,2025-09-30 15:39:49.174027,7,59.92
3420,2025-10-18 15:39:49.174130,7,72.14
1407,2025-10-07 15:39:49.174235,2,83.29
1100,2025-10-20 15:39:49.174339,9,72.36
3616,2025-09-18 15:39:49.174449,7,3.32
936,2025-10-28 15:39:49.174552,1,46.19
4250,2025-09-28 15:39:49.174655,8,86.9
2992,2025-09-30 15:39:49.174758,5,11.73
3117,2025-12-02 15:39:49.174861,3,29.67
4674,2025-09-30 15:39:49.174964,6,0.93
1668,2025-10-01 15:39:49.175067,10,92.48
1152,2025-11-19 15:39:49.175178,4,11.45
4716,2025-10-21 15:39:49.175282,6,91.34
1883,2025-11-03 15:39:49.175387,10,60.11
2064,2025-10-21 15:39:49.175491,3,65.25
77,2025-11-01 15:39:49.175599,10,1.67
2220,2025-10-10 15:39:49.175703,5,96.56
3089,2025-09-27 15:39:49.175808,3,2.85
3148,2025-09-09 15:39:49.175913,6,69.66
4796,2025-10-24 15:39:49.176015,8,95.47
4639,2025-10-19 15:39:49.176119,5,13.57
2640,2025-10-12 15:39:49.176222,9,33.3
2594,2025-09-22 15:39:49.176329,9,85.01
2710,2025-11-08 15:39:49.176431,10,37.24
3779,2025-10-04 15:39:49.176534,2,63.9
3304,2025-10-07 15:39:49.176640,8,88.22
4592,2025-10-05 15:39:49.176746,1,66.47
2404,2025-11-30 15:39:49.176856,7,19.01
1603,2025-10-17 15:39:49.176960,7,25.47
3370,2025-11-25 15:39:49.177064,2,17.76
2868,2025-10-24 15:39:49.177172,8,61.16
2499,2025-11-22 15:39:49.177278,8,78.36
2646,2025-11-24 15:39:49.177383,8,47.55
4781,2025-10-05 15:39:49.177486,3,37.41
3373,2025-10-06 15:39:49.177589,4,56.77
3150,2025-11-20 15:39:49.177695,8,91.49
4566,2025-11-27 15:39:49.177800,1,27.2
2424,2025-10-27 15:39:49.177906,9,47.38
2531,2025-12-06 15:39:49.178009,3,58.87
4742,2025-10-07 15:39:49.178113,9,99.39
2515,2025-10-19 15:39:49.178217,9,88.78
4076,2025-10-30 15:39:49.178320,4,89.3
1088,2025-10-09 15:39:49.178422,4,58.7
548,2025-09-17 15:39:49.178528,8,72.99
2831,2025-11-10 15:39:49.178630,10,68.82
3539,2025-09-23 15:39:49.178733,4,77.01
56,2025-09-23 15:39:49.178839,6,0.97
2919,2025-10-27 15:39:49.178944,4,71.56
4956,2025-10-27 15:39:49.179048,9,9.86
4189,2025-09-19 15:39:49.179158,6,26.31
2566,2025-10-07 15:39:49.179267,7,10.49
1172,2025-11-20 15:39:49.179376,9,38.74
173,2025-11-04 15:39:49.179482,6,34.11
4825,2025-09-20 15:39:49.179587,5,29.65
3329,2025-09-27 15:39:49.179690,7,97.98
1622,2025-09-15 15:39:49.179796,4,68.08
1723,2025-11-18 15:39:49.179902,8,66.83
4572,2025-11-28 15:39:49.180004,9,88.85
146,2025-09-10 15:39:49.180108,1,19.88
599,2025-10-11 15:39:49.180209,8,41.74
4987,2025-09-09 15:39:49.180313,7,96.42
4684,2025-10-21 15:39:49.180418,3,62.81
1893,2025-10-08 15:39:49.180520,8,14.89
1742,2025-09-15 15:39:49.180625,2,59.33
858,2025-10-28 15:39:49.180732,1,98.55
3349,2025-11-19 15:39:49.180840,10,86.94
4836,2025-10-25 15:39:49.180944,6,0.19
1187,2025-10-05 15:39:49.181049,2,50.4
3975,2025-11-07 15:39:49.181153,4,77.84
1629,2025-10-15 15:39:49.181262,7,70.51
1412,2025-11-24 15:39:49.181370,10,71.8
27,2025-10-30 15:39:49.181474,1,10.89
921,2025-10-16 15:39:49.181579,4,98.77
4258,2025-10-09 15:39:49.181682,6,86.91
929,2025-11-18 15:39:49.181784,5,12.71
181,2025-09-11 15:39:49.181888,1,34.24
796,2025-09-27 15:39:49.181989,3,2.11
3520,2025-10-25 15:39:49.182096,10,53.15
4672,2025-11-24 15:39:49.182198,8,49.24
851,2025-11-20 15:39:49.182300,4,59.51
1763,2025-11-16 15:39:49.182404,4,94.72
4146,2025-09-16 15:39:49.182506,10,5.1
4735,2025-09-26 15:39:49.182609,2,13.92
2213,2025-11-06 15:39:49.182719,3,33.43
2005,2025-09-26 15:39:49.182822,3,40.13
173,2025-09-14 15:39:49.182925,3,45.33
1450,2025-09-09 15:39:49.183027,10,0.18
4349,2025-11-20 15:39:49.183130,4,26.43
1726,2025-10-10 15:39:49.183234,1,62.77
2946,2025-10-11 15:39:49.183338,6,60.61
2136,2025-12-07 15:39:49.183441,8,76.93
1375,2025-09-21 15:39:49.183544,10,64.93
3058,2025-10-23 15:39:49.183651,6,23.63
2357,2025-09-30 15:39:49.183755,5,61.84
3738,2025-11-28 15:39:49.183858,8,7.39
4425,2025-09-29 15:39:49.183962,9,6.93
1134,2025-11-08 15:39:49.184066,1,43.2
3968,2025-10-22 15:39:49.184169,6,85.77
2864,2025-10-19 15:39:49.184272,2,12.72
3912,2025-10-15 15:39:49.184381,6,75.85
4906,2025-09-20 15:39:49.184488,4,41.37
1068,2025-11-28 15:39:49.184593,7,82.93
1778,2025-09-20 15:39:49.184699,2,14.95
3702,2025-10-12 15:39:49.184803,4,55.58
1405,2025-09-16 15:39:49.184906,1,58.86
173,2025-11-29 15:39:49.185009,3,22.05
2723,2025-11-09 15:39:49.185111,9,99.25
1275,2025-09-18 15:39:49.185214,2,29.84
1273,2025-10-03 15:39:49.185317,3,74.55
2445,2025-12-05 15:39:49.185418,9,45.9
2595,2025-09-24 15:39:49.185520,1,58.58
2618,2025-09-10 15:39:49.185626,10,57.31
3774,2025-10-05 15:39:49.185732,7,70.37
4482,2025-11-16 15:39:49.185836,8,17.39
1034,2025-11-08 15:39:49.185941,4,9.49
4646,2025-10-15 15:39:49.186047,7,13.05
3370,2025-11-22 15:39:49.186149,4,75.59
4060,2025-10-20 15:39:49.186256,4,29.56
2017,2025-11-12 15:39:49.186366,1,61.89
847,2025-11-25 15:39:49.186470,3,48.87
2307,2025-09-24 15:39:49.186574,5,20.05
1973,2025-11-05 15:39:49.186680,8,20.39
2043,2025-10-20 15:39:49.186789,8,95.0
3332,2025-10-31 15:39:49.186895,9,4.01
2507,2025-10-05 15:39:49.186999,6,65.67
2235,2025-11-11 15:39:49.187104,9,54.61
1351,2025-10-11 15:39:49.187207,5,79.05
3416,2025-11-20 15:39:49.187309,3,32.95
3450,2025-11-10 15:39:49.187413,7,16.86
4218,2025-11-15 15:39:49.187515,8,11.78
611,2025-09-26 15:39:49.187619,10,3.24
3079,2025-11-13 15:39:49.187722,9,25.39
149,2025-10-03 15:39:49.187828,1,48.76
1731,2025-12-01 15:39:49.187931,3,78.09
1677,2025-10-01 15:39:49.188033,1,72.05
4179,2025-10-03 15:39:49.188139,10,5.65
2408,2025-10-13 15:39:49.188242,5,96.71
3467,2025-12-01 15:39:49.188349,5,4.53
903,2025-09-20 15:39:49.188453,2,82.82
4246,2025-10-14 15:39:49.188556,10,83.73
629,2025-11-01 15:39:49.188660,5,77.21
3118,2025-12-01 15:39:49.188768,1,79.28
3407,2025-11-19 15:39:49.188869,4,63.45
649,2025-09-17 15:39:49.188973,4,92.14
614,2025-11-24 15:39:49.189075,3,21.43
2009,2025-10-30 15:39:49.189185,2,82.72
3368,2025-10-17 15:39:49.189289,6,93.87
2628,2025-09-24 15:39:49.189392,8,4.05
118,2025-11-29 15:39:49.189495,6,96.88
4946,2025-09-18 15:39:49.189598,10,40.58
3725,2025-10-27 15:39:49.189701,3,18.95
724,2025-09-28 15:39:49.189804,3,19.38
789,2025-10-10 15:39:49.189907,4,97.59
1133,2025-09-26 15:39:49.190010,9,20.25
1437,2025-10-07 15:39:49.190117,5,38.62
3289,2025-09-25 15:39:49.190219,3,48.81
3712,2025-11-26 15:39:49.190322,3,38.1
3066,2025-09-14 15:39:49.190425,10,2.45
863,2025-11-14 15:39:49.190529,3,89.19
1430,2025-12-07 15:39:49.190630,1,55.05
4429,2025-09-22 15:39:49.190735,10,51.8
4143,2025-09-09 15:39:49.190837,5,36.87
4610,2025-09-16 15:39:49.190942,2,73.05
3443,2025-11-26 15:39:49.191045,4,74.19
1735,2025-10-09 15:39:49.191147,6,21.92
364,2025-10-25 15:39:49.191250,8,62.36
1055,2025-09-19 15:39:49.191354,5,14.76
914,2025-10-03 15:39:49.191459,4,64.99
3998,2025-10-31 15:39:49.191562,2,43.34
3293,2025-10-29 15:39:49.191666,2,40.58
3508,2025-09-13 15:39:49.191771,7,31.39
3453,2025-10-06 15:39:49.191878,10,1.03
3954,2025-11-25 15:39:49.191982,3,93.73
2723,2025-10-08 15:39:49.192086,3,57.81
4762,2025-11-05 15:39:49.192188,5,23.61
4060,2025-09-10 15:39:49.192290,6,9.34
3216,2025-11-13 15:39:49.192394,4,36.89
796,2025-10-28 15:39:49.192498,2,40.27
1183,2025-11-09 15:39:49.192600,10,28.22
3414,2025-11-13 15:39:49.192704,2,19.76
3865,2025-11-17 15:39:49.192810,9,78.32
2772,2025-11-01 15:39:49.192916,1,18.88
4435,2025-12-02 15:39:49.193020,1,30.03
4452,2025-12-04 15:39:49.193123,10,48.34
3954,2025-09-14 15:39:49.193226,5,87.76
2461,2025-09-14 15:39:49.193334,8,25.81
1424,2025-10-13 15:39:49.193439,9,50.84
3022,2025-11-26 15:39:49.193542,6,69.05
1449,2025-11-12 15:39:49.193646,3,27.14
506,2025-10-11 15:39:49.193756,9,92.47
801,2025-11-25 15:39:49.193862,10,46.23
2043,2025-11-06 15:39:49.193969,10,67.25
4168,2025-10-05 15:39:49.194074,5,99.03
2098,2025-11-17 15:39:49.194179,7,88.29
1850,2025-09-21 15:39:49.194283,10,87.96
2914,2025-11-03 15:39:49.194391,3,60.34
614,2025-09-29 15:39:49.194494,5,40.45
1332,2025-11-29 15:39:49.194596,2,35.36
3257,2025-09-14 15:39:49.194707,4,29.97
468,2025-09-25 15:39:49.194811,9,55.95
1852,2025-10-16 15:39:49.194916,4,81.14
2001,2025-10-20 15:39:49.195020,8,71.29
4486,2025-09-13 15:39:49.195125,1,93.27
1696,2025-10-24 15:39:49.195230,8,83.24
2805,2025-09-18 15:39:49.195334,6,13.16
3999,2025-10-19 15:39:49.195438,10,89.6
2897,2025-09-17 15:39:49.195541,8,7.02
2937,2025-10-22 15:39:49.195645,7,64.5
1395,2025-10-05 15:39:49.195749,2,74.95
4079,2025-10-24 15:39:49.195852,10,35.42
3385,2025-09-12 15:39:49.195954,2,80.95
4013,2025-10-31 15:39:49.196057,10,9.47
2725,2025-10-02 15:39:49.196160,4,28.27
2372,2025-11-20 15:39:49.196266,5,69.6
1523,2025-11-22 15:39:49.196369,6,79.93
1955,2025-11-20 15:39:49.196475,4,48.61
4032,2025-12-02 15:39:49.196578,8,68.07
1657,2025-11-26 15:39:49.196681,7,13.32
4911,2025-11-14 15:39:49.196784,2,58.46
2225,2025-10-28 15:39:49.196891,9,74.99
3845,2025-10-18 15:39:49.196993,5,98.25
3786,2025-09-29 15:39:49.197099,6,63.1
3101,2025-11-01 15:39:49.197202,9,25.27
1821,2025-10-01 15:39:49.197306,9,91.29
3086,2025-09-12 15:39:49.197408,6,32.23
1750,2025-10-08 15:39:49.197511,8,25.45
3378,2025-11-26 15:39:49.197614,6,48.21
398,2025-09-13 15:39:49.197717,10,16.13
4233,2025-10-04 15:39:49.197821,5,77.69
4523,2025-09-15 15:39:49.197925,3,20.24
3879,2025-11-20 15:39:49.198029,9,96.69
4090,2025-10-27 15:39:49.198133,4,14.41
3845,2025-11-23 15:39:49.198237,10,90.26
4994,2025-10-23 15:39:49.198345,8,36.68
2946,2025-09-24 15:39:49.198446,4,82.4
4436,2025-09-24 15:39:49.198548,5,92.33
851,2025-10-13 15:39:49.198653,10,84.34
1245,2025-11-02 15:39:49.198758,3,18.37
1244,2025-11-12 15:39:49.198860,9,80.95
3081,2025-10-29 15:39:49.198964,2,18.82
46,2025-11-01 15:39:49.199066,4,73.67
1919,2025-10-14 15:39:49.199169,2,96.98
117,2025-10-22 15:39:49.199272,7,91.76
2604,2025-10-13 15:39:49.199376,4,80.37
1126,2025-10-23 15:39:49.199482,4,15.58
1045,2025-12-04 15:39:49.199584,3,91.8
983,2025-10-01 15:39:49.199686,2,65.69
2575,2025-10-18 15:39:49.199789,7,1.02
327,2025-10-14 15:39:49.199893,9,29.08
1218,2025-09-11 15:39:49.199995,2,4.69
2227,2025-11-24 15:39:49.200098,3,92.42
3499,2025-09-26 15:39:49.200204,9,76.26
2026,2025-11-20 15:39:49.200306,4,21.58
3318,2025-11-15 15:39:49.200408,4,70.36
4171,2025-09-10 15:39:49.200511,5,4.39
1905,2025-10-22 15:39:49.200613,2,50.32
465,2025-11-24 15:39:49.200715,10,68.45
3495,2025-11-04 15:39:49.200819,4,90.69
2204,2025-11-12 15:39:49.200922,3,11.04
2503,2025-12-06 15:39:49.201027,6,82.13
1253,2025-10-05 15:39:49.201133,5,79.87
963,2025-10-27 15:39:49.201237,9,98.71
2515,2025-11-22 15:39:49.201341,1,69.12
2624,2025-12-03 15:39:49.201443,8,67.78
3060,2025-10-11 15:39:49.201548,9,24.34
2407,2025-09-19 15:39:49.201650,7,37.0
3854,2025-10-10 15:39:49.201756,1,27.05
4634,2025-11-01 15:39:49.201862,4,26.84
4744,2025-10-22 15:39:49.201964,4,18.39
3416,2025-10-11 15:39:49.202067,2,10.48
1383,2025-10-21 15:39:49.202173,10,76.86
4068,2025-10-29 15:39:49.202276,3,59.24
2074,2025-12-04 15:39:49.202378,6,19.82
3481,2025-09-24 15:39:49.202483,6,4.92
3295,2025-10-29 15:39:49.202586,3,87.15
2815,2025-10-04 15:39:49.202688,1,25.18
2640,2025-10-09 15:39:49.202799,1,56.53
1190,2025-11-24 15:39:49.202902,1,0.23
2243,2025-10-08 15:39:49.203006,10,65.05
4891,2025-10-10 15:39:49.203108,5,41.36
4424,2025-12-04 15:39:49.203211,7,76.47
2348,2025-09-08 15:39:49.203312,7,71.0
1105,2025-09-29 15:39:49.203414,5,20.91
4189,2025-11-05 15:39:49.203516,7,9.53
1377,2025-10-13 15:39:49.203617,3,21.24
4249,2025-10-20 15:39:49.203718,7,28.12
3785,2025-11-05 15:39:49.203822,2,49.81
426,2025-10-10 15:39:49.203927,10,88.3
389,2025-09-21 15:39:49.204026,2,51.39
1157,2025-11-11 15:39:49.204132,1,3.07
224,2025-09-24 15:39:49.204238,7,3.29
3392,2025-11-02 15:39:49.204342,7,67.18
684,2025-12-01 15:39:49.204445,4,18.55
918,2025-10-02 15:39:49.204548,5,37.41
2283,2025-10-07 15:39:49.204651,8,4.16
2529,2025-11-30 15:39:49.204753,4,22.77
1897,2025-11-22 15:39:49.204857,7,25.61
2582,2025-09-12 15:39:49.204959,2,13.73
2676,2025-11-24 15:39:49.205063,8,90.68
1335,2025-09-26 15:39:49.205165,9,52.03
3153,2025-12-06 15:39:49.205270,7,38.35
4981,2025-09-17 15:39:49.205372,7,3.13
3780,2025-10-26 15:39:49.205476,10,88.66
4619,2025-11-16 15:39:49.205580,1,79.8
4181,2025-10-10 15:39:49.205682,8,94.72
57,2025-09-23 15:39:49.205785,2,64.75
2520,2025-09-21 15:39:49.205889,3,38.39
1151,2025-09-13 15:39:49.205991,7,90.09
3094,2025-10-29 15:39:49.206096,2,80.49
1442,2025-09-24 15:39:49.206199,3,79.48
4849,2025-11-08 15:39:49.206302,5,0.73
4734,2025-10-02 15:39:49.206405,1,63.93
93,2025-11-09 15:39:49.206510,5,29.93
1254,2025-09-12 15:39:49.206612,7,83.71
3905,2025-10-01 15:39:49.206715,7,3.86
2759,2025-10-02 15:39:49.206817,3,27.89
4868,2025-11-12 15:39:49.206919,7,56.55
2743,2025-11-13 15:39:49.207021,2,90.13
976,2025-10-02 15:39:49.207125,4,46.29
3181,2025-09-25 15:39:49.207225,4,46.05
1515,2025-11-24 15:39:49.207326,6,13.77
2915,2025-10-29 15:39:49.207434,4,17.52
534,2025-09-08 15:39:49.207540,2,40.83
515,2025-10-07 15:39:49.207642,5,49.12
3058,2025-09-17 15:39:49.207747,1,20.55
1698,2025-12-02 15:39:49.207849,3,62.36
2946,2025-10-10 15:39:49.207951,5,47.98
1309,2025-11-10 15:39:49.208051,3,25.19
3845,2025-09-14 15:39:49.208156,5,95.48
4170,2025-09-16 15:39:49.208256,10,69.97
3640,2025-12-01 15:39:49.208359,7,46.05
2745,2025-10-24 15:39:49.208461,6,77.84
3002,2025-11-22 15:39:49.208565,2,58.26
3020,2025-10-10 15:39:49.208666,10,10.61
1586,2025-09-28 15:39:49.208768,2,26.47
3353,2025-09-27 15:39:49.208868,9,58.04
1726,2025-09-26 15:39:49.208971,2,23.72
952,2025-11-04 15:39:49.209074,1,48.92
4845,2025-09-11 15:39:49.209176,2,26.22
4868,2025-11-03 15:39:49.209280,6,53.02
4889,2025-09-30 15:39:49.209383,5,57.38
3384,2025-10-02 15:39:49.209485,10,13.48
2441,2025-11-19 15:39:49.209593,6,17.45
1058,2025-11-27 15:39:49.209695,3,78.68
4943,2025-10-13 15:39:49.209799,6,56.94
4824,2025-11-08 15:39:49.209901,4,61.79
3823,2025-10-15 15:39:49.210002,10,21.76
867,2025-10-21 15:39:49.210107,6,16.26
2648,2025-11-13 15:39:49.210211,5,88.5
1244,2025-11-16 15:39:49.210313,8,30.55
1577,2025-12-03 15:39:49.210415,2,56.36
3276,2025-11-14 15:39:49.210521,1,18.08
4168,2025-10-20 15:39:49.210622,6,42.63
2875,2025-10-03 15:39:49.210730,9,51.69
11,2025-11-13 15:39:49.210832,9,76.96
3395,2025-10-25 15:39:49.210935,7,73.25
2784,2025-09-14 15:39:49.211041,1,57.06
630,2025-09-19 15:39:49.211143,2,87.81
1806,2025-11-13 15:39:49.211245,7,93.16
4188,2025-11-04 15:39:49.211347,3,73.6
2209,2025-10-12 15:39:49.211451,6,62.82
3105,2025-12-04 15:39:49.211554,5,37.83
4648,2025-10-19 15:39:49.211657,3,7.8
3379,2025-12-06 15:39:49.211759,6,56.12
1882,2025-10-01 15:39:49.211861,2,70.48
3570,2025-11-14 15:39:49.211966,9,84.98
1948,2025-09-19 15:39:49.212072,9,40.69
386,2025-09-24 15:39:49.212181,1,84.21
4292,2025-12-06 15:39:49.212282,5,11.42
4987,2025-09-11 15:39:49.212385,3,37.86
1201,2025-11-20 15:39:49.212486,9,26.64
1523,2025-11-12 15:39:49.212588,8,87.76
2997,2025-09-11 15:39:49.212693,8,73.9
2329,2025-10-04 15:39:49.212800,9,9.15
506,2025-09-16 15:39:49.212905,4,47.25
4819,2025-11-29 15:39:49.213011,10,82.36
3246,2025-10-06 15:39:49.213119,1,95.42
1389,2025-11-28 15:39:49.213225,2,19.31
4285,2025-11-23 15:39:49.213332,2,20.31
3513,2025-11-17 15:39:49.213435,5,64.03
1843,2025-10-14 15:39:49.213538,5,69.6
128,2025-10-31 15:39:49.213641,6,24.88
4024,2025-09-22 15:39:49.213745,7,76.19
3004,2025-10-08 15:39:49.213848,7,84.33
4246,2025-11-21 15:39:49.213951,2,5.52
2848,2025-12-05 15:39:49.214056,8,17.63
1802,2025-10-14 15:39:49.214158,1,28.87
1603,2025-10-16 15:39:49.214264,3,13.42
1334,2025-11-07 15:39:49.214367,7,40.0
2720,2025-10-07 15:39:49.214469,5,65.38
3685,2025-10-29 15:39:49.214571,5,57.45
3045,2025-11-15 15:39:49.214674,9,62.72
554,2025-10-21 15:39:49.214776,10,68.14
875,2025-09-25 15:39:49.214879,9,26.19
3499,2025-11-24 15:39:49.214981,5,68.52
4426,2025-10-25 15:39:49.215085,1,19.03
2477,2025-10-13 15:39:49.215187,8,18.55
3079,2025-10-29 15:39:49.215287,4,96.22
4073,2025-10-03 15:39:49.215390,3,59.45
4654,2025-10-05 15:39:49.215495,4,9.53
1469,2025-10-17 15:39:49.215597,3,58.8
1519,2025-10-24 15:39:49.215699,1,5.15
4639,2025-11-08 15:39:49.215802,4,83.36
2529,2025-10-04 15:39:49.215905,6,17.82
4140,2025-10-11 15:39:49.216007,8,76.51
465,2025-10-30 15:39:49.216112,7,52.82
3194,2025-10-21 15:39:49.216216,8,97.36
4171,2025-09-27 15:39:49.216317,10,19.78
3124,2025-10-13 15:39:49.216418,4,31.95
827,2025-11-29 15:39:49.216519,8,8.97
2771,2025-11-01 15:39:49.216622,5,46.0
128,2025-10-18 15:39:49.216726,9,67.96
155,2025-10-06 15:39:49.216829,3,94.45
4786,2025-10-10 15:39:49.216932,1,12.38
4883,2025-09-30 15:39:49.217034,6,72.99
4495,2025-11-26 15:39:49.217138,9,49.09
577,2025-10-18 15:39:49.217242,8,13.97
579,2025-11-26 15:39:49.217345,2,70.52
1993,2025-09-25 15:39:49.217447,6,80.15
2927,2025-10-25 15:39:49.217551,9,6.33
243,2025-11-22 15:39:49.217654,4,20.39
3933,2025-10-15 15:39:49.217755,7,4.73
4197,2025-11-26 15:39:49.217858,6,45.93
1450,2025-10-21 15:39:49.217962,10,77.42
1690,2025-11-11 15:39:49.218068,3,72.01
1106,2025-10-24 15:39:49.218170,1,71.74
212,2025-09-26 15:39:49.218271,9,58.12
4662,2025-12-05 15:39:49.218372,10,12.66
1742,2025-10-29 15:39:49.218477,9,21.95
4838,2025-09-25 15:39:49.218580,5,10.86
442,2025-10-14 15:39:49.218680,4,2.82
3685,2025-10-05 15:39:49.218782,4,76.92
3422,2025-11-23 15:39:49.218883,4,33.37
3450,2025-11-06 15:39:49.218989,3,43.54
4328,2025-11-01 15:39:49.219090,7,13.98
1314,2025-11-19 15:39:49.219191,6,60.02
815,2025-10-11 15:39:49.219294,4,12.8
4258,2025-09-26 15:39:49.219396,8,77.63
638,2025-10-13 15:39:49.219501,7,93.99
93,2025-11-11 15:39:49.219603,6,80.53
4190,2025-09-25 15:39:49.219705,10,65.77
884,2025-10-25 15:39:49.219807,9,63.54
2249,2025-10-12 15:39:49.219916,1,93.65
991,2025-09-08 15:39:49.220020,3,55.57
1369,2025-09-30 15:39:49.220122,7,92.13
2713,2025-10-11 15:39:49.220223,1,69.78
3686,2025-10-05 15:39:49.220324,1,19.66
457,2025-10-05 15:39:49.220426,3,39.5
689,2025-10-29 15:39:49.220528,4,54.52
2415,2025-11-27 15:39:49.220630,10,36.93
238,2025-09-08 15:39:49.220733,3,88.69
262,2025-10-29 15:39:49.220834,10,30.29
4448,2025-09-16 15:39:49.220935,10,65.6
4567,2025-11-29 15:39:49.221036,4,7.57
3737,2025-10-26 15:39:49.221139,3,53.75
2026,2025-10-11 15:39:49.221264,7,42.17
4783,2025-10-30 15:39:49.221366,9,0.92
1436,2025-10-27 15:39:49.221467,6,61.67
755,2025-09-19 15:39:49.221568,4,67.32
1638,2025-09-15 15:39:49.221669,1,62.17
1099,2025-11-06 15:39:49.221769,6,40.79
408,2025-09-29 15:39:49.221870,4,15.52
4701,2025-10-02 15:39:49.221976,2,10.63
4539,2025-10-17 15:39:49.222081,2,46.14
514,2025-11-17 15:39:49.222182,10,6.81
3646,2025-11-07 15:39:49.222285,9,79.17
3962,2025-09-10 15:39:49.222387,2,85.33
3227,2025-10-02 15:39:49.222488,8,26.18
1622,2025-10-12 15:39:49.222588,6,57.9
818,2025-10-21 15:39:49.222689,10,6.51
4498,2025-10-18 15:39:49.222796,2,88.87
1631,2025-12-07 15:39:49.222897,9,78.37
2611,2025-10-15 15:39:49.222996,5,31.97
48,2025-11-03 15:39:49.223098,7,92.41
1272,2025-10-10 15:39:49.223205,6,23.96
4373,2025-11-03 15:39:49.223310,7,31.89
297,2025-11-03 15:39:49.223411,10,98.91
2098,2025-11-18 15:39:49.223512,3,6.82
32,2025-10-05 15:39:49.223612,7,30.38
1447,2025-09-29 15:39:49.223714,6,22.28
4079,2025-12-03 15:39:49.223816,4,75.89
2364,2025-11-29 15:39:49.223920,8,54.27
4815,2025-10-18 15:39:49.224021,1,9.38
4828,2025-10-18 15:39:49.224121,10,4.39
1364,2025-09-15 15:39:49.224223,5,42.26
506,2025-10-16 15:39:49.224323,3,73.68
3988,2025-10-24 15:39:49.224424,7,94.35
2210,2025-11-21 15:39:49.224527,9,16.47
2850,2025-09-09 15:39:49.224630,2,97.64
382,2025-10-11 15:39:49.224732,6,0.1
1830,2025-10-05 15:39:49.224833,1,39.68
1102,2025-11-16 15:39:49.224937,3,67.47
18,2025-11-03 15:39:49.225039,10,24.11
3623,2025-10-25 15:39:49.225142,4,41.42
423,2025-09-08 15:39:49.225246,6,72.29
1598,2025-11-07 15:39:49.225352,8,42.58
1468,2025-09-17 15:39:49.225455,5,35.62
183,2025-11-20 15:39:49.225557,3,39.24
4068,2025-09-25 15:39:49.225659,4,34.98
