event_id,customer_id,subscription_id,event_type,event_date,event_value,created_at
8769,3392,1378,payment,2024-02-23,34.7,2024-02-23 00:00:00
8770,2888,2249,api_call,2023-08-04,1.07,2023-08-04 00:00:00
8771,4511,697,profile_update,2023-04-25,42.54,2023-04-25 00:00:00
8772,573,3919,download,2023-09-30,14.32,2023-09-30 00:00:00
8773,1315,2865,profile_update,2024-09-18,93.68,2024-09-18 00:00:00
8774,4816,4850,upload,2024-05-11,52.06,2024-05-11 00:00:00
8775,169,1962,invite,2023-10-29,85.08,2023-10-29 00:00:00
8776,4437,4392,payment,2024-01-16,7.42,2024-01-16 00:00:00
8777,4432,1074,invite,2023-09-24,34.74,2023-09-24 00:00:00
8778,1005,719,settings_change,2024-04-20,19.42,2024-04-20 00:00:00
8779,4973,1272,api_call,2024-10-17,41.94,2024-10-17 00:00:00
8780,4540,1533,feature_usage,2024-02-15,92.99,2024-02-15 00:00:00
8781,2320,400,share,2023-04-22,26.28,2023-04-22 00:00:00
8782,3135,3973,support_ticket,2024-03-10,50.23,2024-03-10 00:00:00
8783,4798,5514,payment,2024-11-17,50.12,2024-11-17 00:00:00
8784,2996,5195,payment,2024-05-03,76.63,2024-05-03 00:00:00
8785,2123,5220,feature_usage,2023-05-25,42.03,2023-05-25 00:00:00
8786,1014,4521,invite,2024-09-16,99.89,2024-09-16 00:00:00
8787,2234,3875,login,2024-12-13,88.49,2024-12-13 00:00:00
8788,4783,5315,export_data,2023-10-11,23.94,2023-10-11 00:00:00
8789,4505,1917,support_ticket,2023-09-03,49.16,2023-09-03 00:00:00
8790,1074,5942,invite,2023-09-01,37.12,2023-09-01 00:00:00
8791,1457,1572,export_data,2024-02-24,55.98,2024-02-24 00:00:00
8792,1455,520,payment,2023-10-28,54.01,2023-10-28 00:00:00
8793,3106,258,invite,2024-06-01,68.96,2024-06-01 00:00:00
8794,1946,4040,share,2024-04-29,29.46,2024-04-29 00:00:00
8795,564,5672,share,2023-12-11,64.98,2023-12-11 00:00:00
8796,1648,4925,support_ticket,2023-08-30,58.84,2023-08-30 00:00:00
8797,408,332,upload,2023-04-01,35.94,2023-04-01 00:00:00
8798,4404,3338,invite,2024-12-22,21.91,2024-12-22 00:00:00
8799,2443,1783,share,2024-08-10,83.89,2024-08-10 00:00:00
8800,3869,3234,support_ticket,2024-05-15,29.01,2024-05-15 00:00:00
8801,2320,400,share,2023-05-15,84.97,2023-05-15 00:00:00
8802,4801,2647,upload,2023-08-11,82.77,2023-08-11 00:00:00
8803,3970,607,api_call,2024-02-13,79.45,2024-02-13 00:00:00
8804,4668,222,api_call,2023-04-08,39.92,2023-04-08 00:00:00
8805,900,3606,invite,2023-10-23,1.27,2023-10-23 00:00:00
8806,4666,69,profile_update,2024-12-16,4.43,2024-12-16 00:00:00
8807,3919,2875,settings_change,2024-01-31,15.64,2024-01-31 00:00:00
8808,4348,765,download,2023-07-22,57.92,2023-07-22 00:00:00
8809,1795,5432,profile_update,2024-10-03,8.52,2024-10-03 00:00:00
8810,864,388,export_data,2024-06-23,51.14,2024-06-23 00:00:00
8811,734,3179,support_ticket,2024-01-15,94.69,2024-01-15 00:00:00
8812,347,4464,login,2024-08-25,16.86,2024-08-25 00:00:00
8813,3739,3685,invite,2024-02-12,54.29,2024-02-12 00:00:00
8814,4791,2827,invite,2023-05-31,97.09,2023-05-31 00:00:00
8815,4604,5875,support_ticket,2023-06-11,81.8,2023-06-11 00:00:00
8816,531,4684,profile_update,2023-11-13,87.86,2023-11-13 00:00:00
8817,3148,1502,upload,2024-01-23,61.46,2024-01-23 00:00:00
8818,4395,1202,share,2024-09-13,88.86,2024-09-13 00:00:00
8819,676,4223,export_data,2024-11-27,58.95,2024-11-27 00:00:00
8820,4902,5092,api_call,2023-09-10,48.22,2023-09-10 00:00:00
8821,4267,2006,share,2023-10-31,99.12,2023-10-31 00:00:00
8822,2409,1919,api_call,2024-12-27,18.8,2024-12-27 00:00:00
8823,3884,1045,feature_usage,2024-05-03,74.04,2024-05-03 00:00:00
8824,4252,1422,share,2023-12-13,24.13,2023-12-13 00:00:00
8825,3169,88,download,2023-10-27,94.85,2023-10-27 00:00:00
8826,2074,5787,export_data,2024-04-08,84.84,2024-04-08 00:00:00
8827,1589,1593,upload,2024-03-24,59.03,2024-03-24 00:00:00
8828,2791,1329,payment,2023-02-25,70.09,2023-02-25 00:00:00
8829,3773,4768,login,2023-09-16,23.28,2023-09-16 00:00:00
8830,2106,3779,support_ticket,2024-11-07,43.02,2024-11-07 00:00:00
8831,4757,3520,profile_update,2024-08-05,74.72,2024-08-05 00:00:00
8832,4771,3343,share,2023-05-17,80.13,2023-05-17 00:00:00
8833,1248,5719,api_call,2024-04-11,96.79,2024-04-11 00:00:00
8834,2985,1726,feature_usage,2023-06-30,76.74,2023-06-30 00:00:00
8835,4221,5465,share,2023-12-10,39.89,2023-12-10 00:00:00
8836,2106,2032,feature_usage,2023-06-25,89.4,2023-06-25 00:00:00
8837,2318,3097,login,2024-12-02,59.63,2024-12-02 00:00:00
8838,4503,1763,upload,2024-02-08,67.18,2024-02-08 00:00:00
8839,4992,1729,payment,2023-05-28,51.14,2023-05-28 00:00:00
8840,3899,2978,invite,2024-01-22,2.75,2024-01-22 00:00:00
8841,431,3034,api_call,2024-12-10,97.19,2024-12-10 00:00:00
8842,3925,2525,profile_update,2024-05-02,15.76,2024-05-02 00:00:00
8843,4017,2753,invite,2023-06-02,85.32,2023-06-02 00:00:00
8844,577,1794,upload,2024-01-01,74.9,2024-01-01 00:00:00
8845,3152,5897,download,2024-04-14,1.7,2024-04-14 00:00:00
8846,4581,1909,profile_update,2023-08-31,71.94,2023-08-31 00:00:00
8847,1189,2637,payment,2023-09-18,59.86,2023-09-18 00:00:00
8848,1415,2491,support_ticket,2023-05-20,94.48,2023-05-20 00:00:00
8849,4336,5436,download,2024-12-07,1.25,2024-12-07 00:00:00
8850,670,3756,settings_change,2024-09-26,42.73,2024-09-26 00:00:00
8851,819,4314,invite,2024-06-10,83.99,2024-06-10 00:00:00
8852,3827,3586,feature_usage,2023-06-19,47.52,2023-06-19 00:00:00
8853,4318,1439,export_data,2024-06-24,39.16,2024-06-24 00:00:00
8854,3329,1346,settings_change,2023-12-30,91.07,2023-12-30 00:00:00
8855,4424,5828,profile_update,2024-01-31,26.64,2024-01-31 00:00:00
8856,4423,5442,invite,2024-10-07,56.2,2024-10-07 00:00:00
8857,3505,3304,download,2024-03-10,68.86,2024-03-10 00:00:00
8858,3152,5897,export_data,2023-08-28,39.18,2023-08-28 00:00:00
8859,4166,1848,feature_usage,2024-04-28,82.53,2024-04-28 00:00:00
8860,857,350,payment,2024-07-31,89.08,2024-07-31 00:00:00
8861,4840,4073,share,2024-04-28,94.73,2024-04-28 00:00:00
8862,828,3633,download,2023-09-23,55.29,2023-09-23 00:00:00
8863,4218,5237,share,2023-07-24,63.33,2023-07-24 00:00:00
8864,1869,4018,settings_change,2024-07-10,93.93,2024-07-10 00:00:00
8865,1005,211,export_data,2024-05-31,13.1,2024-05-31 00:00:00
8866,4179,3969,share,2023-07-14,92.98,2023-07-14 00:00:00
8867,2368,4754,download,2023-10-05,64.89,2023-10-05 00:00:00
8868,2972,2317,export_data,2023-04-25,22.67,2023-04-25 00:00:00
8869,820,3601,payment,2024-03-26,87.27,2024-03-26 00:00:00
8870,2129,1090,download,2024-03-22,59.48,2024-03-22 00:00:00
8871,3532,5376,invite,2024-02-22,71.12,2024-02-22 00:00:00
8872,764,4027,upload,2023-08-11,77.86,2023-08-11 00:00:00
8873,333,4397,download,2024-05-05,97.2,2024-05-05 00:00:00
8874,4180,636,payment,2024-11-10,39.33,2024-11-10 00:00:00
8875,3643,5279,export_data,2023-04-20,69.43,2023-04-20 00:00:00
8876,4758,4805,settings_change,2023-07-09,90.75,2023-07-09 00:00:00
8877,832,131,payment,2024-05-28,10.94,2024-05-28 00:00:00
8878,2018,754,feature_usage,2024-01-25,67.42,2024-01-25 00:00:00
8879,3692,389,share,2024-08-16,97.06,2024-08-16 00:00:00
8880,4436,2615,login,2024-02-13,58.09,2024-02-13 00:00:00
8881,4422,1549,export_data,2023-09-21,57.43,2023-09-21 00:00:00
8882,2496,5653,payment,2024-12-22,77.22,2024-12-22 00:00:00
8883,3163,2328,feature_usage,2023-10-01,8.7,2023-10-01 00:00:00
8884,993,2205,share,2024-08-08,41.92,2024-08-08 00:00:00
8885,4743,2359,upload,2023-12-30,82.1,2023-12-30 00:00:00
8886,1472,2942,invite,2023-11-21,4.99,2023-11-21 00:00:00
8887,3742,1942,login,2023-01-26,58.83,2023-01-26 00:00:00
8888,4814,1449,support_ticket,2024-03-19,43.33,2024-03-19 00:00:00
8889,4871,1081,settings_change,2024-10-05,96.14,2024-10-05 00:00:00
8890,2882,2851,support_ticket,2024-11-10,77.18,2024-11-10 00:00:00
8891,1881,3945,profile_update,2024-05-14,69.67,2024-05-14 00:00:00
8892,3707,2603,download,2024-01-12,17.51,2024-01-12 00:00:00
8893,740,4668,invite,2023-12-18,92.24,2023-12-18 00:00:00
8894,2607,2046,download,2024-06-05,6.51,2024-06-05 00:00:00
8895,3050,786,profile_update,2024-05-24,17.43,2024-05-24 00:00:00
8896,801,4631,invite,2024-01-06,58.16,2024-01-06 00:00:00
8897,1381,2899,support_ticket,2023-05-01,88.76,2023-05-01 00:00:00
8898,3749,2759,invite,2023-06-27,47.27,2023-06-27 00:00:00
8899,711,3421,settings_change,2024-10-24,44.87,2024-10-24 00:00:00
8900,2513,2531,payment,2024-04-23,12.06,2024-04-23 00:00:00
8901,4751,1252,invite,2024-05-14,58.49,2024-05-14 00:00:00
8902,2719,2911,upload,2024-11-24,72.44,2024-11-24 00:00:00
8903,4015,1317,login,2023-05-12,7.29,2023-05-12 00:00:00
8904,3236,373,profile_update,2024-12-15,21.14,2024-12-15 00:00:00
8905,226,334,settings_change,2024-12-06,74.82,2024-12-06 00:00:00
8906,2083,4680,export_data,2024-03-22,35.68,2024-03-22 00:00:00
8907,4338,5158,invite,2023-08-09,27.57,2023-08-09 00:00:00
8908,3821,2484,payment,2023-06-30,68.58,2023-06-30 00:00:00
8909,1398,3940,login,2024-07-10,0.12,2024-07-10 00:00:00
8910,1628,1276,share,2024-05-01,91.35,2024-05-01 00:00:00
8911,1694,2364,share,2024-12-21,90.47,2024-12-21 00:00:00
8912,3794,2527,login,2023-12-08,26.04,2023-12-08 00:00:00
8913,4132,3278,payment,2024-08-20,69.49,2024-08-20 00:00:00
8914,1527,3243,invite,2024-02-19,53.4,2024-02-19 00:00:00
8915,3027,1975,settings_change,2024-06-10,18.23,2024-06-10 00:00:00
8916,82,4828,support_ticket,2023-09-12,86.57,2023-09-12 00:00:00
8917,3884,4365,login,2023-10-28,76.93,2023-10-28 00:00:00
8918,1971,3195,api_call,2024-06-29,67.89,2024-06-29 00:00:00
8919,857,350,export_data,2024-09-22,45.18,2024-09-22 00:00:00
8920,2061,2831,feature_usage,2023-08-20,29.69,2023-08-20 00:00:00
8921,39,3096,export_data,2023-07-13,5.62,2023-07-13 00:00:00
8922,1105,217,export_data,2024-05-10,94.05,2024-05-10 00:00:00
8923,1395,4254,upload,2023-12-15,94.53,2023-12-15 00:00:00
8924,428,2833,api_call,2023-05-05,37.86,2023-05-05 00:00:00
8925,1663,3385,profile_update,2024-09-10,46.72,2024-09-10 00:00:00
8926,1030,2227,feature_usage,2024-02-22,92.44,2024-02-22 00:00:00
8927,2277,256,upload,2023-10-09,83.46,2023-10-09 00:00:00
8928,1723,4904,invite,2024-05-14,52.49,2024-05-14 00:00:00
8929,709,3461,export_data,2024-08-16,79.12,2024-08-16 00:00:00
8930,4416,2074,payment,2023-06-06,61.06,2023-06-06 00:00:00
8931,3856,5736,feature_usage,2023-07-14,8.06,2023-07-14 00:00:00
8932,1124,4727,payment,2024-08-02,10.87,2024-08-02 00:00:00
8933,1841,121,login,2024-01-25,26.52,2024-01-25 00:00:00
8934,4392,2424,profile_update,2024-05-15,22.6,2024-05-15 00:00:00
8935,1824,221,share,2024-05-24,60.39,2024-05-24 00:00:00
8936,4410,1556,login,2024-07-25,74.77,2024-07-25 00:00:00
8937,2514,5282,invite,2023-10-20,67.01,2023-10-20 00:00:00
8938,1707,4750,profile_update,2024-04-06,81.64,2024-04-06 00:00:00
8939,633,875,download,2023-08-27,42.19,2023-08-27 00:00:00
8940,2323,5755,api_call,2024-06-25,16.37,2024-06-25 00:00:00
8941,3477,5968,support_ticket,2024-11-08,95.94,2024-11-08 00:00:00
8942,1054,418,profile_update,2023-07-12,37.62,2023-07-12 00:00:00
8943,3143,4689,export_data,2023-08-30,2.76,2023-08-30 00:00:00
8944,3761,2028,download,2024-01-22,85.78,2024-01-22 00:00:00
8945,2756,2679,api_call,2024-01-24,36.35,2024-01-24 00:00:00
8946,4955,2265,invite,2024-11-14,83.03,2024-11-14 00:00:00
8947,2428,3698,settings_change,2024-11-23,26.02,2024-11-23 00:00:00
8948,1383,5246,download,2024-05-30,89.29,2024-05-30 00:00:00
8949,506,5268,profile_update,2024-03-10,7.18,2024-03-10 00:00:00
8950,1641,816,invite,2024-01-05,0.63,2024-01-05 00:00:00
8951,1709,201,profile_update,2023-09-28,14.55,2023-09-28 00:00:00
8952,3714,1509,payment,2024-10-02,30.2,2024-10-02 00:00:00
8953,4067,1273,payment,2024-12-20,56.64,2024-12-20 00:00:00
8954,1714,1299,download,2024-06-09,31.08,2024-06-09 00:00:00
8955,1533,1863,feature_usage,2024-05-16,67.06,2024-05-16 00:00:00
8956,2761,2792,share,2024-08-15,37.66,2024-08-15 00:00:00
8957,1758,4868,feature_usage,2024-07-31,83.11,2024-07-31 00:00:00
8958,4157,4001,invite,2023-11-26,18.58,2023-11-26 00:00:00
8959,2583,4043,support_ticket,2023-09-20,98.79,2023-09-20 00:00:00
8960,9,2573,settings_change,2024-03-02,93.6,2024-03-02 00:00:00
8961,857,4661,share,2024-12-12,0.99,2024-12-12 00:00:00
8962,4134,2732,settings_change,2024-04-30,48.33,2024-04-30 00:00:00
8963,2101,5413,feature_usage,2024-04-21,3.99,2024-04-21 00:00:00
8964,3340,3598,support_ticket,2023-12-03,80.29,2023-12-03 00:00:00
8965,3427,3741,share,2024-05-15,85.12,2024-05-15 00:00:00
8966,3490,4516,api_call,2024-07-04,0.46,2024-07-04 00:00:00
8967,603,3631,payment,2024-10-15,15.0,2024-10-15 00:00:00
8968,4585,3460,export_data,2024-09-20,3.39,2024-09-20 00:00:00
8969,1517,494,export_data,2023-07-23,7.57,2023-07-23 00:00:00
8970,3749,2704,settings_change,2023-09-10,22.44,2023-09-10 00:00:00
8971,692,1379,profile_update,2024-10-01,21.4,2024-10-01 00:00:00
8972,2019,1215,settings_change,2023-04-20,1.85,2023-04-20 00:00:00
8973,1564,5879,export_data,2024-01-26,51.06,2024-01-26 00:00:00
8974,1576,1155,export_data,2024-04-14,89.45,2024-04-14 00:00:00
8975,4399,5214,settings_change,2023-09-01,85.99,2023-09-01 00:00:00
8976,3306,5940,download,2024-09-04,0.98,2024-09-04 00:00:00
8977,3889,3672,login,2023-10-07,8.75,2023-10-07 00:00:00
8978,842,1402,settings_change,2024-07-13,6.14,2024-07-13 00:00:00
8979,4572,5305,support_ticket,2024-07-18,47.81,2024-07-18 00:00:00
8980,3355,2131,feature_usage,2024-02-14,76.5,2024-02-14 00:00:00
8981,3292,5223,invite,2023-09-19,35.11,2023-09-19 00:00:00
8982,682,3950,payment,2024-07-30,92.27,2024-07-30 00:00:00
8983,1858,1003,upload,2023-08-04,10.75,2023-08-04 00:00:00
8984,3020,674,invite,2024-08-30,92.39,2024-08-30 00:00:00
8985,1491,1355,api_call,2023-02-03,24.84,2023-02-03 00:00:00
8986,399,240,upload,2024-11-24,12.49,2024-11-24 00:00:00
8987,4520,1068,export_data,2024-02-29,56.7,2024-02-29 00:00:00
8988,3265,432,support_ticket,2024-01-30,18.13,2024-01-30 00:00:00
8989,1248,5928,support_ticket,2024-07-02,69.06,2024-07-02 00:00:00
8990,2863,180,upload,2023-12-10,79.16,2023-12-10 00:00:00
8991,2142,1673,login,2023-12-15,71.7,2023-12-15 00:00:00
8992,4712,5152,invite,2024-08-04,92.63,2024-08-04 00:00:00
8993,1997,2508,share,2023-06-12,57.36,2023-06-12 00:00:00
8994,4348,517,api_call,2023-11-14,12.8,2023-11-14 00:00:00
8995,1624,4841,settings_change,2023-02-10,49.07,2023-02-10 00:00:00
8996,48,4047,api_call,2024-05-31,67.53,2024-05-31 00:00:00
8997,470,5189,feature_usage,2024-08-12,55.17,2024-08-12 00:00:00
8998,4442,3458,support_ticket,2024-08-31,34.85,2024-08-31 00:00:00
8999,3689,1996,share,2023-05-17,68.87,2023-05-17 00:00:00
9000,4501,2294,upload,2024-01-10,21.94,2024-01-10 00:00:00
9001,898,4234,feature_usage,2024-12-23,79.53,2024-12-23 00:00:00
9002,1644,385,payment,2024-08-09,17.05,2024-08-09 00:00:00
9003,1075,2109,invite,2024-07-23,73.6,2024-07-23 00:00:00
9004,3083,3848,share,2024-11-14,7.71,2024-11-14 00:00:00
9005,4997,621,login,2023-11-25,52.72,2023-11-25 00:00:00
9006,2012,554,profile_update,2023-11-09,41.39,2023-11-09 00:00:00
9007,4286,3915,profile_update,2024-03-21,0.21,2024-03-21 00:00:00
9008,4955,2265,feature_usage,2024-08-28,19.97,2024-08-28 00:00:00
9009,2698,5102,profile_update,2023-10-16,71.85,2023-10-16 00:00:00
9010,733,3348,download,2023-07-16,14.96,2023-07-16 00:00:00
9011,487,2884,support_ticket,2024-01-20,90.62,2024-01-20 00:00:00
9012,3315,1125,payment,2024-03-17,5.92,2024-03-17 00:00:00
9013,3757,1451,invite,2024-02-16,36.38,2024-02-16 00:00:00
9014,2892,2292,settings_change,2024-07-01,18.68,2024-07-01 00:00:00
9015,1046,1507,login,2024-10-20,49.25,2024-10-20 00:00:00
9016,2807,4522,payment,2023-12-15,84.21,2023-12-15 00:00:00
9017,421,3150,support_ticket,2024-10-03,60.14,2024-10-03 00:00:00
9018,2884,1455,upload,2024-04-02,70.84,2024-04-02 00:00:00
9019,4202,1550,feature_usage,2024-12-07,89.67,2024-12-07 00:00:00
9020,2935,3450,api_call,2023-08-19,43.75,2023-08-19 00:00:00
9021,2958,4143,export_data,2023-12-31,98.86,2023-12-31 00:00:00
9022,750,2083,login,2024-10-29,18.11,2024-10-29 00:00:00
9023,179,4762,api_call,2023-09-09,7.13,2023-09-09 00:00:00
9024,1001,4176,feature_usage,2023-10-23,38.62,2023-10-23 00:00:00
9025,32,3529,payment,2024-08-14,18.09,2024-08-14 00:00:00
9026,4972,2441,login,2024-07-28,15.11,2024-07-28 00:00:00
9027,3460,316,upload,2024-09-09,7.93,2024-09-09 00:00:00
9028,531,4684,invite,2023-10-27,16.2,2023-10-27 00:00:00
9029,2416,1512,profile_update,2023-12-24,20.65,2023-12-24 00:00:00
9030,1242,1837,download,2024-05-31,83.44,2024-05-31 00:00:00
9031,1192,891,settings_change,2023-02-28,8.67,2023-02-28 00:00:00
9032,378,2919,export_data,2023-12-30,12.21,2023-12-30 00:00:00
9033,1162,4179,download,2024-09-07,53.59,2024-09-07 00:00:00
9034,2393,844,feature_usage,2024-03-26,78.21,2024-03-26 00:00:00
9035,4570,63,feature_usage,2024-03-24,67.73,2024-03-24 00:00:00
9036,993,2205,settings_change,2024-09-08,16.75,2024-09-08 00:00:00
9037,1206,1661,payment,2024-02-10,82.2,2024-02-10 00:00:00
9038,2383,1565,download,2023-10-15,58.81,2023-10-15 00:00:00
9039,4305,5100,settings_change,2024-01-29,54.1,2024-01-29 00:00:00
9040,4458,5531,support_ticket,2024-06-28,52.91,2024-06-28 00:00:00
9041,2299,158,feature_usage,2024-03-17,21.04,2024-03-17 00:00:00
9042,158,3931,login,2024-10-24,30.26,2024-10-24 00:00:00
9043,3720,1269,profile_update,2023-05-17,46.9,2023-05-17 00:00:00
9044,23,739,profile_update,2024-07-29,89.65,2024-07-29 00:00:00
9045,772,291,login,2023-05-20,74.12,2023-05-20 00:00:00
9046,4169,788,export_data,2024-08-08,73.83,2024-08-08 00:00:00
9047,2884,1455,invite,2024-03-11,28.17,2024-03-11 00:00:00
9048,1072,3224,payment,2024-11-20,73.71,2024-11-20 00:00:00
9049,844,4602,payment,2024-10-25,52.99,2024-10-25 00:00:00
9050,2967,4309,support_ticket,2024-07-10,37.31,2024-07-10 00:00:00
9051,4712,5587,download,2023-08-24,91.54,2023-08-24 00:00:00
9052,1168,2619,upload,2023-10-08,94.85,2023-10-08 00:00:00
9053,2385,5178,feature_usage,2024-04-23,86.16,2024-04-23 00:00:00
9054,2247,1147,export_data,2024-05-22,64.87,2024-05-22 00:00:00
9055,4969,2857,profile_update,2024-03-24,67.26,2024-03-24 00:00:00
9056,257,1636,api_call,2023-09-04,12.14,2023-09-04 00:00:00
9057,927,2167,share,2024-12-22,25.27,2024-12-22 00:00:00
9058,4925,3358,export_data,2023-12-20,22.29,2023-12-20 00:00:00
9059,890,1974,upload,2024-05-11,4.14,2024-05-11 00:00:00
9060,600,3744,api_call,2023-09-29,55.64,2023-09-29 00:00:00
9061,1391,1240,share,2024-10-01,79.29,2024-10-01 00:00:00
9062,3850,2711,login,2023-09-21,52.55,2023-09-21 00:00:00
9063,205,5035,support_ticket,2024-12-02,63.34,2024-12-02 00:00:00
9064,1971,3195,payment,2023-10-24,9.6,2023-10-24 00:00:00
9065,2231,1492,profile_update,2023-06-06,66.44,2023-06-06 00:00:00
9066,3313,3100,profile_update,2024-04-29,32.51,2024-04-29 00:00:00
9067,1737,4707,share,2023-03-11,60.18,2023-03-11 00:00:00
9068,407,837,api_call,2024-08-10,59.54,2024-08-10 00:00:00
9069,3466,2552,export_data,2024-03-18,82.39,2024-03-18 00:00:00
9070,767,1343,login,2024-11-10,55.91,2024-11-10 00:00:00
9071,1948,3322,export_data,2024-08-28,13.47,2024-08-28 00:00:00
9072,2506,3769,upload,2024-06-02,49.94,2024-06-02 00:00:00
9073,1333,2964,payment,2024-12-01,33.06,2024-12-01 00:00:00
9074,382,4011,profile_update,2024-05-29,11.83,2024-05-29 00:00:00
9075,2344,689,invite,2024-10-21,53.69,2024-10-21 00:00:00
9076,3383,1927,download,2024-04-15,12.94,2024-04-15 00:00:00
9077,2234,3875,profile_update,2024-04-28,7.97,2024-04-28 00:00:00
9078,3063,1322,login,2023-07-19,84.71,2023-07-19 00:00:00
9079,1683,5676,invite,2023-08-11,15.12,2023-08-11 00:00:00
9080,4427,498,profile_update,2024-11-19,56.91,2024-11-19 00:00:00
9081,4039,1403,upload,2024-11-04,78.09,2024-11-04 00:00:00
9082,529,5808,invite,2024-01-21,58.06,2024-01-21 00:00:00
9083,3001,671,feature_usage,2023-11-25,41.9,2023-11-25 00:00:00
9084,2302,4424,feature_usage,2024-10-20,80.65,2024-10-20 00:00:00
9085,1547,638,export_data,2024-02-08,67.49,2024-02-08 00:00:00
9086,2978,5694,upload,2024-05-27,61.59,2024-05-27 00:00:00
9087,4742,3814,login,2024-12-05,49.35,2024-12-05 00:00:00
9088,807,588,upload,2024-04-14,34.12,2024-04-14 00:00:00
9089,4603,597,api_call,2024-11-18,37.67,2024-11-18 00:00:00
9090,4449,4150,support_ticket,2024-05-30,23.87,2024-05-30 00:00:00
9091,417,854,invite,2023-08-21,69.47,2023-08-21 00:00:00
9092,2659,376,feature_usage,2024-07-22,85.01,2024-07-22 00:00:00
9093,1959,4393,login,2024-11-12,11.46,2024-11-12 00:00:00
9094,3137,1686,upload,2024-08-16,78.18,2024-08-16 00:00:00
9095,357,4064,support_ticket,2024-05-08,97.03,2024-05-08 00:00:00
9096,685,2649,upload,2023-10-09,85.83,2023-10-09 00:00:00
9097,796,2093,payment,2023-10-23,11.93,2023-10-23 00:00:00
9098,31,2565,login,2024-03-31,38.27,2024-03-31 00:00:00
9099,4347,5208,payment,2024-04-10,91.24,2024-04-10 00:00:00
9100,4301,4486,settings_change,2024-12-05,2.45,2024-12-05 00:00:00
9101,914,5882,payment,2024-02-22,35.27,2024-02-22 00:00:00
9102,3702,722,profile_update,2024-05-09,65.39,2024-05-09 00:00:00
9103,1236,3992,download,2024-06-16,16.19,2024-06-16 00:00:00
9104,2875,3499,download,2024-04-15,32.94,2024-04-15 00:00:00
9105,3640,3060,api_call,2024-10-15,82.53,2024-10-15 00:00:00
9106,3684,1594,feature_usage,2024-07-11,23.57,2024-07-11 00:00:00
9107,2903,3194,feature_usage,2023-11-04,90.33,2023-11-04 00:00:00
9108,1234,1005,api_call,2024-07-19,59.76,2024-07-19 00:00:00
9109,903,4083,download,2023-12-04,13.34,2023-12-04 00:00:00
9110,1644,385,upload,2023-11-14,41.53,2023-11-14 00:00:00
9111,1052,5467,share,2023-05-09,35.6,2023-05-09 00:00:00
9112,4142,4282,settings_change,2024-02-26,49.63,2024-02-26 00:00:00
9113,3453,2579,export_data,2024-02-10,92.87,2024-02-10 00:00:00
9114,841,2854,payment,2024-12-08,48.19,2024-12-08 00:00:00
9115,497,995,login,2023-11-11,30.8,2023-11-11 00:00:00
9116,1993,5473,payment,2024-09-20,85.61,2024-09-20 00:00:00
9117,26,5313,profile_update,2024-02-20,54.88,2024-02-20 00:00:00
9118,1796,1588,support_ticket,2024-02-05,46.54,2024-02-05 00:00:00
9119,3944,1043,api_call,2024-02-27,37.59,2024-02-27 00:00:00
9120,4533,4544,invite,2024-10-11,31.63,2024-10-11 00:00:00
9121,296,2738,share,2024-05-04,35.94,2024-05-04 00:00:00
9122,4205,4186,settings_change,2024-04-06,85.89,2024-04-06 00:00:00
9123,2097,500,profile_update,2023-09-13,26.08,2023-09-13 00:00:00
9124,64,3329,download,2023-04-09,94.44,2023-04-09 00:00:00
9125,3914,5998,invite,2024-05-13,93.55,2024-05-13 00:00:00
9126,2686,3867,upload,2024-05-12,74.12,2024-05-12 00:00:00
9127,4740,2475,upload,2024-02-16,0.04,2024-02-16 00:00:00
9128,4372,4276,profile_update,2024-09-02,95.53,2024-09-02 00:00:00
9129,1876,4319,api_call,2024-09-19,29.98,2024-09-19 00:00:00
9130,2543,2626,download,2024-05-17,16.15,2024-05-17 00:00:00
9131,4758,4805,invite,2023-05-25,58.19,2023-05-25 00:00:00
9132,776,752,export_data,2023-06-15,94.89,2023-06-15 00:00:00
9133,883,5087,feature_usage,2023-07-06,9.8,2023-07-06 00:00:00
9134,2744,4032,profile_update,2024-10-09,48.94,2024-10-09 00:00:00
9135,3315,4499,export_data,2023-07-15,18.98,2023-07-15 00:00:00
9136,1679,5822,api_call,2024-12-03,18.91,2024-12-03 00:00:00
9137,736,812,support_ticket,2023-05-20,3.58,2023-05-20 00:00:00
9138,4339,3301,share,2023-04-06,96.63,2023-04-06 00:00:00
9139,4281,2566,export_data,2023-08-25,34.14,2023-08-25 00:00:00
9140,981,4377,support_ticket,2024-12-12,66.56,2024-12-12 00:00:00
9141,3806,2713,invite,2024-02-08,66.7,2024-02-08 00:00:00
9142,540,2473,api_call,2023-12-25,4.77,2023-12-25 00:00:00
9143,2461,2115,invite,2024-06-21,6.99,2024-06-21 00:00:00
9144,4093,2166,download,2023-12-27,94.24,2023-12-27 00:00:00
9145,3541,1082,export_data,2023-12-24,27.07,2023-12-24 00:00:00
9146,2518,2044,api_call,2024-01-28,41.31,2024-01-28 00:00:00
9147,4260,507,profile_update,2024-02-22,3.21,2024-02-22 00:00:00
9148,3441,5193,api_call,2024-06-01,91.15,2024-06-01 00:00:00
9149,3909,1262,upload,2024-07-05,4.64,2024-07-05 00:00:00
9150,3723,3427,payment,2024-07-28,90.83,2024-07-28 00:00:00
9151,4196,1651,share,2024-01-18,3.58,2024-01-18 00:00:00
9152,2608,3515,profile_update,2023-08-30,78.51,2023-08-30 00:00:00
