subscription_id,customer_id,plan_id,plan_name,mrr,start_date,end_date,status,billing_period,created_at
1307,4146,3,Premium,49.99,2023-04-17,,active,annual,2023-04-17 00:00:00
1308,3515,3,Premium,49.99,2023-04-05,2024-03-30,churned,annual,2023-04-05 00:00:00
1309,153,4,Enterprise,99.99,2023-06-06,,active,annual,2023-06-06 00:00:00
1310,582,1,Basic,9.99,2023-12-22,2024-11-16,churned,monthly,2023-12-22 00:00:00
1311,1104,3,Premium,49.99,2023-02-19,,active,annual,2023-02-19 00:00:00
1312,4329,1,Basic,9.99,2023-11-23,,active,annual,2023-11-23 00:00:00
1313,2826,3,Premium,49.99,2023-04-22,,active,monthly,2023-04-22 00:00:00
1314,2385,4,Enterprise,99.99,2023-12-29,,active,annual,2023-12-29 00:00:00
1315,1310,4,Enterprise,99.99,2023-05-27,,active,monthly,2023-05-27 00:00:00
1316,4737,1,Basic,9.99,2023-07-12,,active,monthly,2023-07-12 00:00:00
1317,4015,1,Basic,9.99,2023-03-14,2023-06-12,churned,monthly,2023-03-14 00:00:00
1318,95,1,Basic,9.99,2023-12-22,,active,annual,2023-12-22 00:00:00
1319,4618,1,Basic,9.99,2023-12-06,,active,monthly,2023-12-06 00:00:00
1320,1452,2,Standard,19.99,2023-04-25,2023-08-23,churned,monthly,2023-04-25 00:00:00
1321,1202,4,Enterprise,99.99,2023-06-10,,active,annual,2023-06-10 00:00:00
1322,3063,4,Enterprise,99.99,2023-03-27,,active,annual,2023-03-27 00:00:00
1323,3142,4,Enterprise,99.99,2023-02-22,,active,annual,2023-02-22 00:00:00
1324,255,2,Standard,19.99,2023-02-09,2023-10-07,churned,annual,2023-02-09 00:00:00
1325,2288,2,Standard,19.99,2023-03-22,,active,monthly,2023-03-22 00:00:00
1326,84,2,Standard,19.99,2024-01-06,,active,monthly,2024-01-06 00:00:00
1327,4129,4,Enterprise,99.99,2023-04-14,,active,annual,2023-04-14 00:00:00
1328,1240,4,Enterprise,99.99,2023-05-01,2024-03-26,churned,monthly,2023-05-01 00:00:00
1329,2791,3,Premium,49.99,2023-02-07,2023-04-08,churned,annual,2023-02-07 00:00:00
1330,1586,3,Premium,49.99,2023-10-03,2024-06-29,churned,annual,2023-10-03 00:00:00
1331,657,2,Standard,19.99,2023-09-07,2023-10-07,churned,monthly,2023-09-07 00:00:00
1332,1209,1,Basic,9.99,2023-03-11,2023-04-10,churned,annual,2023-03-11 00:00:00
1333,1243,4,Enterprise,99.99,2023-01-30,,active,annual,2023-01-30 00:00:00
1334,3770,4,Enterprise,99.99,2023-10-22,,active,annual,2023-10-22 00:00:00
1335,3397,1,Basic,9.99,2023-07-08,2023-10-06,churned,annual,2023-07-08 00:00:00
1336,3950,4,Enterprise,99.99,2023-12-26,,active,annual,2023-12-26 00:00:00
1337,2004,4,Enterprise,99.99,2023-01-27,,active,annual,2023-01-27 00:00:00
1338,820,4,Enterprise,99.99,2024-01-06,,active,monthly,2024-01-06 00:00:00
1339,4885,4,Enterprise,99.99,2023-07-18,2024-01-14,churned,annual,2023-07-18 00:00:00
1340,164,1,Basic,9.99,2023-10-30,,active,monthly,2023-10-30 00:00:00
1341,3122,1,Basic,9.99,2023-08-22,2024-02-18,churned,monthly,2023-08-22 00:00:00
1342,3656,4,Enterprise,99.99,2023-07-06,2024-06-30,churned,annual,2023-07-06 00:00:00
1343,767,3,Premium,49.99,2023-11-19,,active,monthly,2023-11-19 00:00:00
1344,4905,4,Enterprise,99.99,2023-04-06,2024-03-01,churned,annual,2023-04-06 00:00:00
1345,2038,2,Standard,19.99,2023-12-15,,active,monthly,2023-12-15 00:00:00
1346,3329,3,Premium,49.99,2023-08-10,2024-02-06,churned,annual,2023-08-10 00:00:00
1347,1964,1,Basic,9.99,2023-06-28,,active,monthly,2023-06-28 00:00:00
1348,238,2,Standard,19.99,2023-10-15,2024-05-12,churned,monthly,2023-10-15 00:00:00
1349,1287,4,Enterprise,99.99,2023-08-20,2023-10-19,churned,annual,2023-08-20 00:00:00
1350,3603,3,Premium,49.99,2023-08-09,,active,annual,2023-08-09 00:00:00
1351,4434,4,Enterprise,99.99,2023-03-28,,active,annual,2023-03-28 00:00:00
1352,3331,4,Enterprise,99.99,2023-07-31,,active,annual,2023-07-31 00:00:00
1353,1856,3,Premium,49.99,2023-10-11,,active,annual,2023-10-11 00:00:00
1354,4349,2,Standard,19.99,2023-12-12,,active,monthly,2023-12-12 00:00:00
1355,1491,3,Premium,49.99,2023-01-22,2023-11-18,churned,monthly,2023-01-22 00:00:00
1356,3353,2,Standard,19.99,2023-12-22,,active,annual,2023-12-22 00:00:00
1357,2192,3,Premium,49.99,2023-12-12,,active,monthly,2023-12-12 00:00:00
1358,140,3,Premium,49.99,2023-03-29,,active,monthly,2023-03-29 00:00:00
1359,823,2,Standard,19.99,2023-10-03,2024-07-29,churned,annual,2023-10-03 00:00:00
1360,2297,4,Enterprise,99.99,2023-10-11,,active,annual,2023-10-11 00:00:00
1361,63,2,Standard,19.99,2024-01-16,,active,annual,2024-01-16 00:00:00
1362,1852,1,Basic,9.99,2023-05-14,2023-06-13,churned,annual,2023-05-14 00:00:00
1363,4736,2,Standard,19.99,2023-08-19,,active,monthly,2023-08-19 00:00:00
1364,25,4,Enterprise,99.99,2023-05-30,2023-11-26,churned,annual,2023-05-30 00:00:00
1365,3823,3,Premium,49.99,2023-02-10,,active,annual,2023-02-10 00:00:00
1366,3977,3,Premium,49.99,2023-05-11,,active,monthly,2023-05-11 00:00:00
1367,3668,2,Standard,19.99,2023-05-01,2023-05-31,churned,annual,2023-05-01 00:00:00
1368,2973,3,Premium,49.99,2023-09-19,,active,annual,2023-09-19 00:00:00
1369,3524,4,Enterprise,99.99,2023-10-12,2024-10-06,churned,monthly,2023-10-12 00:00:00
1370,2938,1,Basic,9.99,2023-09-22,2024-09-16,churned,annual,2023-09-22 00:00:00
1371,1772,1,Basic,9.99,2023-01-25,,active,monthly,2023-01-25 00:00:00
1372,3213,4,Enterprise,99.99,2023-03-28,,active,annual,2023-03-28 00:00:00
1373,3518,4,Enterprise,99.99,2023-07-10,,active,annual,2023-07-10 00:00:00
1374,1427,4,Enterprise,99.99,2023-02-02,2023-08-31,churned,monthly,2023-02-02 00:00:00
1375,4351,2,Standard,19.99,2023-07-12,2024-07-06,churned,annual,2023-07-12 00:00:00
1376,2260,3,Premium,49.99,2023-05-02,,active,annual,2023-05-02 00:00:00
1377,2320,4,Enterprise,99.99,2023-03-27,2023-05-26,churned,monthly,2023-03-27 00:00:00
1378,3392,3,Premium,49.99,2023-11-25,,active,annual,2023-11-25 00:00:00
1379,692,2,Standard,19.99,2024-01-07,,active,monthly,2024-01-07 00:00:00
1380,2150,2,Standard,19.99,2023-06-21,,active,monthly,2023-06-21 00:00:00
1381,2159,3,Premium,49.99,2023-04-22,,active,annual,2023-04-22 00:00:00
1382,4925,4,Enterprise,99.99,2023-06-12,,active,monthly,2023-06-12 00:00:00
1383,2941,3,Premium,49.99,2023-06-19,,active,annual,2023-06-19 00:00:00
1384,1767,4,Enterprise,99.99,2023-03-03,,active,monthly,2023-03-03 00:00:00
1385,522,1,Basic,9.99,2023-10-02,,active,annual,2023-10-02 00:00:00
1386,3311,2,Standard,19.99,2023-09-25,,active,annual,2023-09-25 00:00:00
1387,136,1,Basic,9.99,2023-06-23,,active,monthly,2023-06-23 00:00:00
1388,127,4,Enterprise,99.99,2023-07-04,,active,monthly,2023-07-04 00:00:00
1389,4095,4,Enterprise,99.99,2023-06-26,2023-07-26,churned,annual,2023-06-26 00:00:00
1390,3841,2,Standard,19.99,2023-11-20,,active,monthly,2023-11-20 00:00:00
1391,4262,2,Standard,19.99,2023-11-08,,active,annual,2023-11-08 00:00:00
1392,4252,1,Basic,9.99,2023-11-25,2024-08-21,churned,annual,2023-11-25 00:00:00
1393,4992,4,Enterprise,99.99,2023-04-20,,active,annual,2023-04-20 00:00:00
1394,4889,3,Premium,49.99,2023-04-22,,active,monthly,2023-04-22 00:00:00
1395,211,2,Standard,19.99,2023-07-18,2023-10-16,churned,monthly,2023-07-18 00:00:00
1396,4167,1,Basic,9.99,2023-05-25,2023-11-21,churned,annual,2023-05-25 00:00:00
1397,4970,1,Basic,9.99,2023-08-15,2023-09-14,churned,monthly,2023-08-15 00:00:00
1398,3693,1,Basic,9.99,2023-10-10,2024-05-07,churned,annual,2023-10-10 00:00:00
1399,3390,4,Enterprise,99.99,2023-03-04,,active,monthly,2023-03-04 00:00:00
1400,4406,4,Enterprise,99.99,2024-01-07,,active,monthly,2024-01-07 00:00:00
1401,1716,4,Enterprise,99.99,2023-02-25,,active,annual,2023-02-25 00:00:00
1402,842,3,Premium,49.99,2023-07-05,,active,monthly,2023-07-05 00:00:00
1403,4039,1,Basic,9.99,2023-07-02,,active,annual,2023-07-02 00:00:00
1404,2410,2,Standard,19.99,2023-02-26,2023-05-27,churned,monthly,2023-02-26 00:00:00
1405,1145,3,Premium,49.99,2023-12-07,,active,monthly,2023-12-07 00:00:00
1406,2640,1,Basic,9.99,2023-09-01,,active,monthly,2023-09-01 00:00:00
1407,437,1,Basic,9.99,2023-03-19,,active,annual,2023-03-19 00:00:00
1408,224,1,Basic,9.99,2023-03-16,,active,monthly,2023-03-16 00:00:00
1409,192,1,Basic,9.99,2023-12-23,,active,monthly,2023-12-23 00:00:00
1410,1973,2,Standard,19.99,2023-11-26,2024-05-24,churned,monthly,2023-11-26 00:00:00
1411,2426,4,Enterprise,99.99,2023-04-21,,active,annual,2023-04-21 00:00:00
1412,2151,3,Premium,49.99,2023-02-19,,active,annual,2023-02-19 00:00:00
1413,2872,1,Basic,9.99,2023-09-21,,active,annual,2023-09-21 00:00:00
1414,851,3,Premium,49.99,2023-11-27,,active,monthly,2023-11-27 00:00:00
1415,4494,2,Standard,19.99,2023-08-07,,active,annual,2023-08-07 00:00:00
1416,4148,3,Premium,49.99,2023-12-07,,active,annual,2023-12-07 00:00:00
1417,3188,2,Standard,19.99,2023-10-10,,active,monthly,2023-10-10 00:00:00
1418,3122,3,Premium,49.99,2023-08-25,,active,monthly,2023-08-25 00:00:00
1419,1077,2,Standard,19.99,2023-07-14,,active,monthly,2023-07-14 00:00:00
1420,4486,3,Premium,49.99,2023-09-11,,active,annual,2023-09-11 00:00:00
1421,1544,3,Premium,49.99,2023-05-03,,active,monthly,2023-05-03 00:00:00
1422,4252,2,Standard,19.99,2023-12-05,2024-04-03,churned,annual,2023-12-05 00:00:00
1423,277,1,Basic,9.99,2024-01-13,2024-04-12,churned,monthly,2024-01-13 00:00:00
1424,1340,1,Basic,9.99,2023-02-24,2023-10-22,churned,monthly,2023-02-24 00:00:00
1425,148,2,Standard,19.99,2023-08-20,,active,annual,2023-08-20 00:00:00
1426,2000,1,Basic,9.99,2023-04-04,,active,monthly,2023-04-04 00:00:00
1427,1737,4,Enterprise,99.99,2023-02-27,2023-10-25,churned,annual,2023-02-27 00:00:00
1428,2258,1,Basic,9.99,2023-10-29,,active,monthly,2023-10-29 00:00:00
1429,3742,2,Standard,19.99,2023-01-13,2023-11-09,churned,annual,2023-01-13 00:00:00
1430,48,3,Premium,49.99,2023-04-17,,active,monthly,2023-04-17 00:00:00
1431,2170,4,Enterprise,99.99,2023-09-02,2023-12-01,churned,annual,2023-09-02 00:00:00
1432,3006,4,Enterprise,99.99,2023-03-27,,active,monthly,2023-03-27 00:00:00
1433,2152,4,Enterprise,99.99,2023-07-12,2024-01-08,churned,annual,2023-07-12 00:00:00
1434,2746,2,Standard,19.99,2023-10-24,2024-01-22,churned,annual,2023-10-24 00:00:00
1435,4450,3,Premium,49.99,2023-03-13,,active,annual,2023-03-13 00:00:00
1436,318,2,Standard,19.99,2023-09-29,2024-09-23,churned,monthly,2023-09-29 00:00:00
1437,3942,2,Standard,19.99,2023-05-01,,active,annual,2023-05-01 00:00:00
1438,1374,3,Premium,49.99,2023-12-05,,active,monthly,2023-12-05 00:00:00
1439,4318,3,Premium,49.99,2023-06-10,,active,annual,2023-06-10 00:00:00
1440,1474,3,Premium,49.99,2023-10-03,,active,monthly,2023-10-03 00:00:00
1441,3227,2,Standard,19.99,2023-06-02,,active,annual,2023-06-02 00:00:00
1442,1860,3,Premium,49.99,2023-12-05,,active,annual,2023-12-05 00:00:00
1443,801,2,Standard,19.99,2023-10-15,,active,annual,2023-10-15 00:00:00
1444,2578,3,Premium,49.99,2023-10-07,,active,monthly,2023-10-07 00:00:00
1445,1880,4,Enterprise,99.99,2023-09-15,,active,monthly,2023-09-15 00:00:00
1446,4071,2,Standard,19.99,2024-01-18,,active,annual,2024-01-18 00:00:00
1447,1595,4,Enterprise,99.99,2023-08-03,,active,annual,2023-08-03 00:00:00
1448,1381,4,Enterprise,99.99,2023-02-08,,active,monthly,2023-02-08 00:00:00
1449,4814,2,Standard,19.99,2023-02-21,,active,monthly,2023-02-21 00:00:00
1450,2551,1,Basic,9.99,2024-01-14,2024-08-11,churned,annual,2024-01-14 00:00:00
1451,3757,1,Basic,9.99,2023-07-03,,active,monthly,2023-07-03 00:00:00
1452,3335,1,Basic,9.99,2023-05-22,,active,monthly,2023-05-22 00:00:00
1453,1095,2,Standard,19.99,2023-04-18,,active,monthly,2023-04-18 00:00:00
1454,2134,3,Premium,49.99,2023-05-01,,active,annual,2023-05-01 00:00:00
1455,2884,2,Standard,19.99,2023-10-06,2024-04-03,churned,annual,2023-10-06 00:00:00
1456,554,4,Enterprise,99.99,2023-12-10,,active,annual,2023-12-10 00:00:00
1457,477,2,Standard,19.99,2023-12-08,,active,annual,2023-12-08 00:00:00
1458,3852,2,Standard,19.99,2023-02-05,,active,monthly,2023-02-05 00:00:00
1459,4494,3,Premium,49.99,2023-07-30,,active,monthly,2023-07-30 00:00:00
1460,1352,3,Premium,49.99,2023-09-07,2024-09-01,churned,monthly,2023-09-07 00:00:00
1461,1809,2,Standard,19.99,2023-10-16,,active,monthly,2023-10-16 00:00:00
1462,2909,1,Basic,9.99,2023-04-09,,active,monthly,2023-04-09 00:00:00
1463,1431,2,Standard,19.99,2023-10-23,,active,monthly,2023-10-23 00:00:00
1464,2156,2,Standard,19.99,2023-06-30,2023-09-28,churned,monthly,2023-06-30 00:00:00
1465,3327,3,Premium,49.99,2023-02-09,,active,monthly,2023-02-09 00:00:00
1466,127,3,Premium,49.99,2023-07-07,2024-02-02,churned,annual,2023-07-07 00:00:00
1467,3969,4,Enterprise,99.99,2023-12-01,,active,monthly,2023-12-01 00:00:00
1468,3368,1,Basic,9.99,2023-03-27,,active,annual,2023-03-27 00:00:00
1469,702,3,Premium,49.99,2023-04-08,,active,annual,2023-04-08 00:00:00
1470,1855,3,Premium,49.99,2023-07-10,,active,monthly,2023-07-10 00:00:00
1471,4859,1,Basic,9.99,2023-03-04,,active,annual,2023-03-04 00:00:00
1472,4599,4,Enterprise,99.99,2023-05-01,,active,monthly,2023-05-01 00:00:00
1473,1310,3,Premium,49.99,2023-05-26,,active,annual,2023-05-26 00:00:00
1474,1303,4,Enterprise,99.99,2023-11-07,,active,annual,2023-11-07 00:00:00
1475,2490,3,Premium,49.99,2023-10-08,,active,annual,2023-10-08 00:00:00
1476,2093,2,Standard,19.99,2023-12-10,,active,monthly,2023-12-10 00:00:00
1477,2208,1,Basic,9.99,2023-02-03,2023-09-01,churned,monthly,2023-02-03 00:00:00
1478,1495,2,Standard,19.99,2023-07-05,2023-08-04,churned,annual,2023-07-05 00:00:00
1479,1272,1,Basic,9.99,2023-04-26,,active,annual,2023-04-26 00:00:00
1480,238,2,Standard,19.99,2023-10-24,,active,annual,2023-10-24 00:00:00
1481,1467,4,Enterprise,99.99,2024-01-04,,active,monthly,2024-01-04 00:00:00
1482,804,1,Basic,9.99,2023-05-09,,active,annual,2023-05-09 00:00:00
1483,575,2,Standard,19.99,2023-07-25,,active,annual,2023-07-25 00:00:00
1484,4534,1,Basic,9.99,2023-11-06,2024-10-31,churned,monthly,2023-11-06 00:00:00
1485,4788,1,Basic,9.99,2023-11-14,,active,monthly,2023-11-14 00:00:00
1486,1639,2,Standard,19.99,2023-05-16,,active,annual,2023-05-16 00:00:00
1487,3302,1,Basic,9.99,2023-04-23,,active,monthly,2023-04-23 00:00:00
1488,1106,1,Basic,9.99,2023-08-11,2023-12-09,churned,monthly,2023-08-11 00:00:00
1489,1268,3,Premium,49.99,2023-04-09,,active,monthly,2023-04-09 00:00:00
1490,4009,1,Basic,9.99,2023-06-24,,active,monthly,2023-06-24 00:00:00
1491,3221,3,Premium,49.99,2023-03-28,2023-07-26,churned,monthly,2023-03-28 00:00:00
1492,2231,1,Basic,9.99,2023-06-05,,active,monthly,2023-06-05 00:00:00
1493,3679,4,Enterprise,99.99,2023-11-17,,active,monthly,2023-11-17 00:00:00
1494,1692,1,Basic,9.99,2023-06-27,,active,annual,2023-06-27 00:00:00
1495,853,2,Standard,19.99,2023-10-05,,active,annual,2023-10-05 00:00:00
1496,4404,2,Standard,19.99,2023-06-02,2024-02-27,churned,monthly,2023-06-02 00:00:00
1497,1429,4,Enterprise,99.99,2023-11-23,,active,monthly,2023-11-23 00:00:00
1498,3203,2,Standard,19.99,2023-12-28,,active,monthly,2023-12-28 00:00:00
1499,4203,3,Premium,49.99,2023-12-15,2024-11-09,churned,annual,2023-12-15 00:00:00
1500,4175,2,Standard,19.99,2023-07-01,,active,monthly,2023-07-01 00:00:00
1501,4488,4,Enterprise,99.99,2023-04-07,,active,monthly,2023-04-07 00:00:00
1502,3148,1,Basic,9.99,2023-12-07,2024-11-01,churned,monthly,2023-12-07 00:00:00
1503,1607,2,Standard,19.99,2023-07-21,2024-05-16,churned,monthly,2023-07-21 00:00:00
1504,925,1,Basic,9.99,2023-05-11,,active,monthly,2023-05-11 00:00:00
1505,3789,3,Premium,49.99,2023-11-24,2024-11-18,churned,monthly,2023-11-24 00:00:00
1506,562,4,Enterprise,99.99,2023-10-01,,active,monthly,2023-10-01 00:00:00
1507,1046,4,Enterprise,99.99,2023-06-19,,active,annual,2023-06-19 00:00:00
1508,2207,4,Enterprise,99.99,2023-01-30,,active,annual,2023-01-30 00:00:00
1509,3714,3,Premium,49.99,2023-10-12,,active,monthly,2023-10-12 00:00:00
1510,3583,1,Basic,9.99,2023-03-27,,active,annual,2023-03-27 00:00:00
1511,3413,2,Standard,19.99,2023-06-18,2023-09-16,churned,annual,2023-06-18 00:00:00
1512,2416,4,Enterprise,99.99,2023-12-16,,active,annual,2023-12-16 00:00:00
1513,1679,1,Basic,9.99,2023-06-06,,active,annual,2023-06-06 00:00:00
1514,304,2,Standard,19.99,2023-09-30,,active,annual,2023-09-30 00:00:00
1515,4460,4,Enterprise,99.99,2023-03-14,,active,monthly,2023-03-14 00:00:00
1516,2521,2,Standard,19.99,2023-08-16,,active,annual,2023-08-16 00:00:00
1517,466,4,Enterprise,99.99,2023-08-08,,active,monthly,2023-08-08 00:00:00
1518,3508,3,Premium,49.99,2023-10-03,,active,monthly,2023-10-03 00:00:00
1519,3055,3,Premium,49.99,2023-09-29,2024-07-25,churned,monthly,2023-09-29 00:00:00
1520,3715,3,Premium,49.99,2023-07-16,2023-12-13,churned,annual,2023-07-16 00:00:00
1521,695,1,Basic,9.99,2023-06-12,,active,annual,2023-06-12 00:00:00
1522,1947,2,Standard,19.99,2023-06-15,,active,monthly,2023-06-15 00:00:00
1523,4196,4,Enterprise,99.99,2023-04-28,,active,monthly,2023-04-28 00:00:00
1524,2316,4,Enterprise,99.99,2023-08-29,,active,annual,2023-08-29 00:00:00
1525,1946,1,Basic,9.99,2024-01-12,,active,annual,2024-01-12 00:00:00
1526,1780,4,Enterprise,99.99,2023-12-26,,active,annual,2023-12-26 00:00:00
1527,666,3,Premium,49.99,2024-01-09,,active,annual,2024-01-09 00:00:00
1528,1764,3,Premium,49.99,2023-12-24,,active,annual,2023-12-24 00:00:00
1529,3152,4,Enterprise,99.99,2023-08-01,2024-04-27,churned,monthly,2023-08-01 00:00:00
1530,738,3,Premium,49.99,2023-12-30,,active,monthly,2023-12-30 00:00:00
1531,2211,3,Premium,49.99,2023-05-08,,active,annual,2023-05-08 00:00:00
1532,3259,2,Standard,19.99,2023-10-01,,active,monthly,2023-10-01 00:00:00
1533,4540,4,Enterprise,99.99,2023-03-28,,active,monthly,2023-03-28 00:00:00
1534,1092,3,Premium,49.99,2023-06-26,,active,monthly,2023-06-26 00:00:00
1535,3942,4,Enterprise,99.99,2023-05-23,2023-08-21,churned,monthly,2023-05-23 00:00:00
1536,3375,1,Basic,9.99,2023-07-02,,active,annual,2023-07-02 00:00:00
1537,672,1,Basic,9.99,2023-11-02,,active,monthly,2023-11-02 00:00:00
1538,1860,1,Basic,9.99,2023-12-29,,active,annual,2023-12-29 00:00:00
1539,4426,3,Premium,49.99,2023-05-05,,active,monthly,2023-05-05 00:00:00
1540,3965,1,Basic,9.99,2023-02-27,,active,monthly,2023-02-27 00:00:00
1541,3694,1,Basic,9.99,2023-05-23,,active,monthly,2023-05-23 00:00:00
1542,3649,4,Enterprise,99.99,2023-05-17,,active,monthly,2023-05-17 00:00:00
1543,3613,3,Premium,49.99,2023-08-02,,active,monthly,2023-08-02 00:00:00
1544,2783,1,Basic,9.99,2023-04-01,,active,annual,2023-04-01 00:00:00
1545,224,3,Premium,49.99,2023-03-15,2023-04-14,churned,monthly,2023-03-15 00:00:00
1546,1233,1,Basic,9.99,2023-10-07,,active,annual,2023-10-07 00:00:00
1547,207,4,Enterprise,99.99,2023-05-15,,active,annual,2023-05-15 00:00:00
1548,2316,2,Standard,19.99,2023-08-16,,active,annual,2023-08-16 00:00:00
1549,4422,4,Enterprise,99.99,2023-08-25,2024-01-22,churned,monthly,2023-08-25 00:00:00
1550,4202,4,Enterprise,99.99,2023-06-06,,active,annual,2023-06-06 00:00:00
1551,480,4,Enterprise,99.99,2023-07-14,,active,annual,2023-07-14 00:00:00
1552,4686,1,Basic,9.99,2023-11-07,2024-07-04,churned,monthly,2023-11-07 00:00:00
1553,906,4,Enterprise,99.99,2023-05-22,,active,monthly,2023-05-22 00:00:00
1554,1564,1,Basic,9.99,2023-10-26,,active,monthly,2023-10-26 00:00:00
1555,3677,4,Enterprise,99.99,2023-11-10,,active,monthly,2023-11-10 00:00:00
1556,4410,1,Basic,9.99,2023-01-20,,active,annual,2023-01-20 00:00:00
1557,3331,3,Premium,49.99,2023-08-23,,active,monthly,2023-08-23 00:00:00
1558,4186,1,Basic,9.99,2023-07-29,,active,annual,2023-07-29 00:00:00
1559,4723,4,Enterprise,99.99,2023-08-04,,active,annual,2023-08-04 00:00:00
1560,3469,3,Premium,49.99,2023-07-18,,active,monthly,2023-07-18 00:00:00
1561,2615,4,Enterprise,99.99,2023-02-13,,active,monthly,2023-02-13 00:00:00
1562,587,1,Basic,9.99,2023-12-09,,active,annual,2023-12-09 00:00:00
1563,2239,4,Enterprise,99.99,2023-08-01,,active,annual,2023-08-01 00:00:00
1564,4156,2,Standard,19.99,2023-05-14,,active,monthly,2023-05-14 00:00:00
1565,2383,1,Basic,9.99,2023-10-05,2024-02-02,churned,monthly,2023-10-05 00:00:00
1566,1292,3,Premium,49.99,2023-01-17,,active,annual,2023-01-17 00:00:00
1567,2574,4,Enterprise,99.99,2024-01-08,,active,annual,2024-01-08 00:00:00
1568,1631,3,Premium,49.99,2023-04-17,,active,annual,2023-04-17 00:00:00
1569,1256,3,Premium,49.99,2023-06-02,2023-12-29,churned,annual,2023-06-02 00:00:00
1570,4615,2,Standard,19.99,2023-10-26,,active,monthly,2023-10-26 00:00:00
1571,1306,2,Standard,19.99,2023-11-26,2024-01-25,churned,monthly,2023-11-26 00:00:00
1572,1457,3,Premium,49.99,2023-10-23,,active,monthly,2023-10-23 00:00:00
1573,4288,1,Basic,9.99,2023-11-07,,active,monthly,2023-11-07 00:00:00
1574,1386,1,Basic,9.99,2023-09-28,2023-12-27,churned,monthly,2023-09-28 00:00:00
1575,398,1,Basic,9.99,2023-11-27,,active,annual,2023-11-27 00:00:00
1576,4021,2,Standard,19.99,2023-07-21,,active,monthly,2023-07-21 00:00:00
1577,3942,4,Enterprise,99.99,2023-05-10,2023-10-07,churned,monthly,2023-05-10 00:00:00
1578,4120,3,Premium,49.99,2023-08-25,,active,annual,2023-08-25 00:00:00
1579,2214,3,Premium,49.99,2023-04-18,2024-03-13,churned,annual,2023-04-18 00:00:00
1580,2092,2,Standard,19.99,2023-04-21,,active,monthly,2023-04-21 00:00:00
1581,2878,3,Premium,49.99,2023-10-24,,active,annual,2023-10-24 00:00:00
1582,3796,4,Enterprise,99.99,2023-05-20,,active,annual,2023-05-20 00:00:00
1583,348,1,Basic,9.99,2023-02-25,,active,monthly,2023-02-25 00:00:00
1584,3249,1,Basic,9.99,2023-03-21,,active,monthly,2023-03-21 00:00:00
1585,731,3,Premium,49.99,2023-12-08,,active,annual,2023-12-08 00:00:00
1586,483,4,Enterprise,99.99,2023-02-23,,active,monthly,2023-02-23 00:00:00
1587,4773,3,Premium,49.99,2023-10-11,2024-06-07,churned,annual,2023-10-11 00:00:00
1588,1796,1,Basic,9.99,2023-09-19,,active,annual,2023-09-19 00:00:00
1589,2931,1,Basic,9.99,2023-12-10,,active,annual,2023-12-10 00:00:00
1590,3149,2,Standard,19.99,2023-06-22,,active,monthly,2023-06-22 00:00:00
1591,4214,1,Basic,9.99,2023-10-16,2024-07-12,churned,monthly,2023-10-16 00:00:00
1592,1857,2,Standard,19.99,2023-11-23,2024-03-22,churned,annual,2023-11-23 00:00:00
1593,1589,1,Basic,9.99,2023-10-20,,active,monthly,2023-10-20 00:00:00
1594,3684,2,Standard,19.99,2023-07-08,,active,monthly,2023-07-08 00:00:00
1595,3024,4,Enterprise,99.99,2023-02-16,2023-10-14,churned,monthly,2023-02-16 00:00:00
1596,4260,1,Basic,9.99,2023-09-08,,active,annual,2023-09-08 00:00:00
1597,3355,4,Enterprise,99.99,2024-01-06,2024-10-02,churned,annual,2024-01-06 00:00:00
1598,183,2,Standard,19.99,2023-08-07,,active,annual,2023-08-07 00:00:00
1599,866,2,Standard,19.99,2023-11-05,,active,annual,2023-11-05 00:00:00
1600,3345,4,Enterprise,99.99,2023-11-09,,active,monthly,2023-11-09 00:00:00
1601,426,3,Premium,49.99,2023-02-19,2023-11-16,churned,monthly,2023-02-19 00:00:00
1602,3715,1,Basic,9.99,2023-07-22,,active,monthly,2023-07-22 00:00:00
1603,1340,3,Premium,49.99,2023-03-08,,active,monthly,2023-03-08 00:00:00
1604,2328,3,Premium,49.99,2023-10-22,,active,annual,2023-10-22 00:00:00
1605,3229,1,Basic,9.99,2023-04-28,,active,annual,2023-04-28 00:00:00
1606,1297,2,Standard,19.99,2023-09-09,,active,monthly,2023-09-09 00:00:00
1607,492,3,Premium,49.99,2023-11-16,2024-06-13,churned,monthly,2023-11-16 00:00:00
1608,1447,3,Premium,49.99,2023-05-07,,active,annual,2023-05-07 00:00:00
1609,1151,3,Premium,49.99,2023-11-14,,active,monthly,2023-11-14 00:00:00
1610,2887,1,Basic,9.99,2023-12-06,2024-10-01,churned,annual,2023-12-06 00:00:00
1611,4619,4,Enterprise,99.99,2023-04-13,,active,monthly,2023-04-13 00:00:00
1612,1042,3,Premium,49.99,2023-09-30,2023-11-29,churned,annual,2023-09-30 00:00:00
1613,1810,3,Premium,49.99,2023-11-14,,active,annual,2023-11-14 00:00:00
1614,1595,4,Enterprise,99.99,2023-08-04,,active,annual,2023-08-04 00:00:00
1615,720,4,Enterprise,99.99,2023-08-14,,active,monthly,2023-08-14 00:00:00
1616,2772,3,Premium,49.99,2023-02-05,,active,annual,2023-02-05 00:00:00
1617,4876,3,Premium,49.99,2023-03-30,,active,annual,2023-03-30 00:00:00
1618,3401,2,Standard,19.99,2023-05-23,,active,monthly,2023-05-23 00:00:00
