account_id,event_time,event_type_id,user_id,event_value
3809,2025-05-29,4,,
905,2025-08-26,12,,
2397,2025-06-14,2,,2.62
4716,2025-11-18,9,10.0,6.23
2194,2025-08-16,2,,
344,2025-11-22,7,,
4589,2025-05-28,10,10.0,
2346,2025-09-08,4,,62.32
559,2025-03-22,1,,
2575,2025-09-08,5,9.0,36.43
4986,2025-12-01,10,,
754,2025-02-20,6,6.0,91.16
2897,2024-12-18,1,10.0,
2357,2024-08-17,12,1.0,
1871,2025-10-15,6,,19.93
1639,2025-03-30,3,,
2452,2025-09-29,6,,
1109,2025-12-05,10,,
2461,2025-07-31,3,,69.76
3532,2024-11-08,7,,80.36
2218,2025-11-29,1,2.0,47.57
2900,2025-07-20,4,1.0,
1127,2025-08-27,12,,
2927,2025-04-19,2,,82.82
1234,2025-11-05,10,10.0,7.99
3873,2025-10-11,6,9.0,7.26
4407,2025-04-08,7,,
360,2025-04-22,2,4.0,18.13
4028,2025-02-09,4,,
2331,2024-12-29,6,4.0,63.08
4469,2025-11-06,7,,20.68
3133,2025-10-25,3,2.0,
17,2024-12-10,5,7.0,39.43
3028,2025-11-03,10,4.0,
4819,2025-01-10,3,4.0,
1247,2025-05-25,1,,84.12
4649,2025-01-31,7,,
3930,2025-10-07,6,,
1095,2025-08-13,9,8.0,62.29
2228,2025-07-06,1,5.0,
4941,2025-11-19,4,,24.32
1701,2025-11-29,7,,87.23
717,2025-07-09,2,,
2643,2025-07-25,11,,15.05
2894,2025-11-25,6,4.0,
1731,2025-06-14,12,,
2935,2025-09-18,2,6.0,
3644,2025-07-04,10,6.0,81.39
1051,2024-02-28,12,,86.71
905,2025-11-06,5,,
2677,2025-11-04,7,,43.18
4491,2025-09-23,4,4.0,
2950,2025-11-22,7,,
4080,2025-02-03,4,10.0,31.47
2821,2025-05-06,2,,29.45
290,2025-06-14,10,,
4404,2025-07-08,10,8.0,
3768,2025-06-21,12,,
2683,2025-08-17,9,6.0,
1977,2025-09-06,12,,
2648,2025-01-17,5,9.0,
1843,2025-06-21,5,,
4339,2025-08-03,5,,34.38
3246,2025-09-01,3,,
1754,2025-09-13,5,,13.94
883,2025-07-30,1,,
4463,2024-10-10,10,4.0,
4358,2025-11-23,1,,42.81
57,2025-11-20,12,10.0,14.59
3640,2025-06-07,8,,
751,2025-11-27,11,,26.39
3188,2025-06-22,7,,
174,2025-04-02,4,,
4228,2025-11-26,9,,
2104,2025-02-03,6,,82.8
58,2025-04-12,9,3.0,
4571,2025-06-14,5,,
1622,2025-11-02,3,,73.58
3646,2025-06-08,10,2.0,
4165,2025-11-15,5,4.0,31.71
1768,2025-10-30,8,2.0,50.74
924,2025-04-16,5,2.0,
3803,2025-08-20,12,3.0,
3689,2024-09-18,11,,47.71
71,2025-02-21,6,,
4318,2025-11-29,9,5.0,
1966,2025-07-12,8,,
3268,2025-04-18,1,6.0,
262,2025-02-04,3,,
1108,2025-11-07,6,2.0,
3699,2025-11-23,5,,
1776,2025-01-19,8,,
3422,2024-09-03,7,,
2595,2025-02-11,8,8.0,17.24
2032,2025-10-31,2,,3.24
686,2025-07-28,3,3.0,92.99
2393,2025-11-09,6,,
281,2025-11-12,10,,98.64
3583,2025-10-02,6,7.0,
929,2025-10-20,6,1.0,51.14
3334,2025-05-10,3,6.0,
3255,2025-11-15,10,,
874,2025-07-08,6,,85.06
1632,2025-11-30,3,,4.29
1628,2025-03-22,11,,
2974,2025-07-10,9,,
2499,2025-07-07,3,1.0,73.14
3587,2025-10-23,12,,
4144,2025-11-20,10,10.0,
509,2025-10-11,7,,37.24
1249,2025-04-25,8,7.0,
4424,2024-10-04,4,2.0,61.23
1092,2025-08-13,6,,43.59
2935,2025-05-16,10,,
4290,2024-09-25,7,,87.68
58,2025-08-05,11,,79.79
3931,2025-11-20,4,,
1903,2025-01-03,4,,39.92
635,2025-09-12,7,,39.21
2772,2025-07-26,8,,
4670,2025-06-20,9,1.0,96.76
3977,2025-08-19,9,,55.07
91,2024-08-20,3,,
2086,2025-09-21,12,3.0,88.78
4952,2024-12-16,1,5.0,76.49
2954,2025-11-10,9,9.0,84.2
2031,2025-08-16,2,,
3481,2025-06-27,11,,
360,2025-02-19,6,1.0,
4190,2024-01-27,7,5.0,96.56
3232,2025-09-06,11,,
1,2025-02-17,4,,
118,2024-12-02,2,,
4159,2025-08-07,6,5.0,
3020,2025-09-30,3,,
2666,2024-10-12,1,9.0,23.68
4019,2024-03-25,9,,
243,2025-08-08,6,2.0,
3093,2025-08-09,10,,
1375,2025-09-01,6,,75.81
617,2025-03-19,5,,
1093,2025-08-15,1,,
1314,2025-10-26,2,,
819,2025-11-15,7,,66.07
205,2025-10-28,1,,6.25
2941,2025-03-11,12,,
4749,2025-09-22,1,,23.68
4874,2025-10-11,12,2.0,
1944,2025-10-09,5,10.0,21.01
3232,2025-09-01,10,,
2799,2025-08-17,4,4.0,
884,2025-10-26,5,,67.29
3385,2024-11-07,3,2.0,93.22
1882,2024-05-21,5,,
4063,2025-01-10,3,,
2226,2025-06-21,7,,
1947,2025-04-19,11,4.0,
4957,2025-08-22,9,,71.87
2062,2025-08-12,10,7.0,
3766,2025-11-08,5,,
4558,2025-09-25,2,,66.92
2237,2025-10-29,6,,63.58
1411,2025-11-19,12,5.0,
4210,2025-12-06,10,8.0,
3225,2025-11-26,5,,
3397,2025-08-13,5,1.0,
1602,2025-05-05,4,8.0,99.62
2168,2025-03-06,11,,69.06
775,2025-10-29,11,,
2755,2024-11-27,2,,
1519,2025-05-08,7,,
1265,2025-01-28,9,9.0,
16,2025-07-08,2,,
4392,2025-08-12,9,2.0,46.45
1830,2025-08-31,11,,78.95
3089,2025-07-08,6,,99.14
3223,2025-08-09,6,,97.35
4039,2025-09-03,2,,
1309,2024-07-10,2,5.0,68.94
864,2025-01-25,7,,
3980,2025-11-06,3,6.0,30.7
509,2025-07-09,3,,
2089,2023-12-24,1,,
1742,2025-11-22,11,,42.71
579,2025-03-10,5,8.0,18.7
3689,2025-07-02,6,,58.37
2884,2025-08-02,11,5.0,
4546,2025-05-17,5,,5.45
2301,2025-10-28,4,7.0,
468,2024-09-10,10,,
4102,2024-11-18,4,,25.46
4047,2024-06-19,1,,
4388,2025-11-22,12,,
2396,2025-08-05,6,,
2515,2025-09-06,6,,69.77
2582,2025-09-03,11,5.0,
2720,2025-11-19,11,5.0,
4402,2025-11-19,8,10.0,62.66
1141,2025-11-18,9,,96.87
4757,2024-11-25,2,,
3654,2024-11-13,8,,
4418,2024-06-29,6,,
659,2025-03-11,6,,
2239,2025-12-02,1,6.0,44.36
1467,2025-05-07,7,,
1367,2025-10-26,12,6.0,
964,2025-11-20,7,,
575,2025-05-29,1,8.0,75.5
2479,2025-07-30,3,1.0,12.56
3981,2025-12-01,2,,
1742,2025-11-12,3,,
2108,2025-06-02,9,,
4957,2025-10-31,4,9.0,
954,2025-04-13,11,,54.67
845,2025-11-11,11,7.0,
1217,2025-09-10,11,,
4565,2025-09-27,9,,51.13
3046,2025-08-17,10,,15.41
534,2025-10-14,2,,
3664,2024-10-12,4,,
1095,2024-10-11,3,10.0,21.81
3355,2025-09-16,6,,
4572,2024-03-28,5,,3.45
576,2025-10-13,11,,
2900,2025-04-17,2,,43.05
4262,2025-09-03,5,,6.26
3443,2025-06-27,4,,97.67
2742,2025-06-05,5,,75.11
4370,2024-11-13,7,,
3900,2024-06-20,6,,
4378,2024-07-26,12,,
4500,2025-04-27,10,,
1686,2025-08-14,11,,
125,2025-07-20,9,3.0,95.14
1823,2025-05-11,6,9.0,
327,2025-04-06,8,7.0,
2837,2025-06-03,7,,62.31
2031,2025-09-23,12,,7.14
2805,2025-05-12,12,9.0,55.99
341,2024-12-07,10,5.0,
3441,2025-06-02,2,,84.53
2193,2024-10-29,2,2.0,
1090,2025-10-01,3,,51.81
4341,2025-11-03,1,,24.79
2499,2025-11-24,12,,88.32
3241,2025-07-16,7,6.0,
1441,2025-09-04,2,3.0,
689,2025-11-15,2,,
1072,2025-11-20,5,,2.79
4831,2025-03-05,5,,
1318,2025-06-05,3,,
1127,2025-09-27,10,6.0,75.0
2370,2025-10-28,11,6.0,
2983,2025-06-21,9,,91.9
4906,2025-07-20,5,,3.74
1675,2025-09-18,1,,
807,2025-11-10,2,,
665,2024-06-29,7,10.0,15.7
1713,2025-11-10,9,,43.36
3268,2025-11-18,2,1.0,
4824,2025-06-27,2,,
4356,2024-02-24,4,,71.61
3963,2025-10-04,11,6.0,17.44
1666,2025-10-09,11,,10.65
1413,2025-06-19,10,,7.27
486,2024-09-27,2,10.0,80.69
2731,2025-10-10,4,7.0,24.26
1821,2025-03-14,9,,
4474,2025-10-11,6,,74.52
4182,2025-09-26,6,,
3278,2025-04-19,11,9.0,
3950,2025-07-26,6,8.0,77.49
4250,2025-11-08,5,,39.14
2530,2025-05-02,12,4.0,
4986,2025-09-13,9,,
1747,2025-11-27,6,,
1234,2024-11-10,6,,
1477,2025-11-22,12,3.0,34.77
3330,2025-02-04,5,4.0,
3902,2024-08-28,3,,77.65
3660,2024-04-01,4,4.0,
4582,2025-01-14,1,,89.71
4788,2025-02-24,2,4.0,94.25
3787,2025-08-28,8,,
1673,2025-09-07,3,,21.92
4068,2025-06-28,12,,
4290,2024-10-11,2,,52.14
3157,2025-04-04,10,,
301,2024-12-26,9,,
2066,2024-10-14,4,2.0,80.74
2090,2024-08-23,11,,
2687,2025-11-25,7,,2.77
629,2025-12-05,9,10.0,92.07
2969,2025-10-16,11,2.0,21.19
2333,2024-11-06,11,,
3748,2025-08-23,3,,94.32
3060,2025-10-03,12,,54.73
2488,2025-11-05,8,,
213,2025-12-04,9,7.0,
4516,2025-10-22,1,5.0,28.06
2986,2024-12-14,11,,
2950,2025-11-12,11,,28.06
2385,2025-09-12,12,,
4036,2025-10-20,8,3.0,
4836,2025-06-22,6,3.0,
3243,2025-05-17,11,10.0,
4292,2024-09-06,5,,
4877,2025-06-23,4,,67.64
2646,2025-03-17,6,,76.7
3999,2025-06-12,7,,
3078,2025-02-25,5,4.0,
945,2025-03-10,6,,42.72
1309,2025-07-15,4,,42.24
3636,2025-07-17,5,,51.17
4639,2025-08-18,2,,83.4
1151,2025-05-07,7,,
3416,2025-07-20,5,,52.42
3124,2025-06-03,10,10.0,
3291,2025-07-20,8,8.0,12.52
2785,2024-09-13,1,,22.19
3845,2025-02-11,10,,35.73
1093,2025-05-17,6,10.0,
251,2025-08-04,1,,22.23
253,2025-11-17,12,9.0,
4757,2025-07-30,9,,
3938,2025-08-09,12,,
2534,2025-11-09,5,,
4859,2025-10-18,7,,65.49
658,2025-11-06,10,,4.59
1377,2025-10-20,10,,
3586,2025-01-28,11,,36.16
2028,2025-09-01,12,,47.37
4585,2025-08-07,8,,20.32
109,2024-12-27,10,,32.73
3552,2024-12-22,1,4.0,81.73
281,2025-11-07,4,,
4443,2025-08-26,12,8.0,
2736,2025-10-06,7,,97.97
4919,2025-01-16,4,,15.38
1655,2025-10-16,2,,33.84
3681,2025-10-26,6,,21.55
2414,2025-10-26,4,,70.57
4889,2025-11-26,12,,47.9
876,2025-10-14,9,3.0,
2213,2025-11-02,5,2.0,42.53
2636,2025-12-01,8,4.0,
2908,2024-04-29,2,,
851,2025-07-27,10,,
449,2025-08-17,2,,50.81
3306,2025-01-31,8,6.0,
2520,2025-10-28,12,,
265,2025-11-10,2,,
1257,2025-11-21,9,,70.16
1668,2025-04-09,4,,24.07
4436,2025-09-25,12,9.0,54.2
1787,2025-11-04,6,,23.86
4147,2025-07-05,5,,83.57
2792,2025-11-20,3,,
502,2025-10-23,10,,69.12
4664,2025-11-26,10,,13.68
1142,2024-08-08,7,,15.36
4388,2025-11-15,6,,
2318,2025-07-26,4,,
1847,2025-11-12,8,,
3510,2024-06-14,5,,70.37
4914,2025-10-30,9,,40.09
1430,2025-01-19,3,10.0,
4862,2025-10-01,7,9.0,32.75
598,2025-01-13,5,,
188,2025-07-11,1,2.0,
1430,2025-09-10,10,,
1993,2025-10-20,7,,57.56
4071,2025-05-08,11,,
4957,2025-01-24,10,,92.43
3443,2024-08-30,7,,78.03
1442,2025-11-03,8,,
3619,2025-11-30,8,,
3075,2025-11-09,11,1.0,90.58
2213,2025-06-22,9,,
2889,2025-10-07,4,,
1747,2025-09-08,4,,1.54
4158,2024-07-08,2,,
3528,2025-07-16,12,,77.76
618,2025-06-11,5,,
2382,2025-09-30,12,,
2392,2024-12-18,3,,
1149,2025-10-26,1,,
1338,2025-11-28,12,,
1639,2025-07-04,9,,
3334,2025-12-02,6,,29.4
4424,2024-08-07,1,10.0,
2273,2025-11-18,5,,45.82
3348,2024-05-01,5,,
1913,2025-05-20,4,,
4783,2025-05-30,2,8.0,
3138,2024-11-09,11,3.0,
2626,2025-03-31,1,,
3639,2025-09-23,10,,23.07
2331,2025-06-08,4,,94.03
3283,2025-02-03,3,3.0,85.66
4037,2025-11-24,11,,
1046,2025-08-26,7,3.0,50.11
3369,2025-01-16,4,2.0,84.68
2624,2024-08-09,8,,
2475,2024-09-25,7,,69.05
1362,2024-12-14,3,,95.54
2421,2025-07-30,6,,59.09
2014,2024-12-11,1,9.0,13.67
2894,2025-10-18,5,10.0,4.91
3219,2025-09-05,2,6.0,81.13
4140,2025-12-02,5,4.0,1.18
1318,2025-06-04,5,,11.8
1428,2024-09-03,9,3.0,23.21
4304,2024-11-02,12,,8.71
1044,2024-06-23,4,3.0,
713,2025-04-02,4,,
3080,2024-11-09,12,,
3407,2025-11-16,2,3.0,32.38
3187,2025-10-22,3,5.0,
2043,2025-10-25,10,2.0,76.26
2751,2025-07-02,10,,
4735,2024-05-30,1,,64.51
1793,2025-05-24,11,,
305,2024-12-02,11,,65.61
4876,2025-12-01,5,,85.97
1668,2025-10-16,10,,
3138,2025-11-19,7,2.0,
405,2024-07-24,2,,
2770,2025-07-01,12,7.0,
3636,2025-05-03,2,,92.51
3188,2025-09-02,11,,
4646,2025-11-23,3,,66.79
2601,2025-01-27,3,,3.54
4715,2025-06-26,4,,
3520,2025-05-16,7,,69.27
4794,2025-11-18,10,,64.17
2378,2024-05-19,1,,
1335,2025-08-28,6,,
160,2025-11-29,12,7.0,84.22
1470,2024-05-19,8,,
3973,2025-06-08,5,,
4836,2024-10-13,4,10.0,32.8
4417,2025-09-07,4,,77.46
2137,2025-10-03,1,,40.21
2207,2025-11-10,9,,
1736,2025-05-08,2,,
1139,2025-09-21,1,,
4426,2024-12-25,12,6.0,27.54
2919,2025-11-03,7,,39.63
453,2025-03-27,6,,79.87
2280,2024-07-19,3,,
4505,2025-05-02,2,,2.3
790,2025-01-28,11,,
1023,2025-11-01,8,,47.9
4739,2025-08-30,6,,61.64
2631,2025-06-09,11,8.0,13.26
1733,2025-09-24,10,,25.14
1348,2025-09-06,6,9.0,21.63
2382,2025-09-24,11,10.0,51.48
4188,2025-04-08,4,3.0,
4060,2025-10-13,9,,64.62
2514,2025-08-20,5,,
3180,2025-11-14,5,6.0,
1455,2025-05-24,7,,
2422,2025-10-30,2,,26.45
4906,2025-09-20,10,,
3164,2024-12-14,5,,
47,2025-03-17,12,,
2799,2025-07-01,11,6.0,37.16
2812,2025-11-01,2,9.0,83.64
736,2025-08-03,12,,89.21
3078,2025-06-01,5,,51.85
1594,2025-05-21,10,,50.59
4095,2025-06-28,5,10.0,
3664,2025-04-16,12,5.0,
2204,2025-02-14,11,,
4739,2025-12-05,5,,
2947,2025-07-17,12,7.0,55.75
1460,2024-06-22,9,,99.75
2172,2025-10-21,12,,
3508,2025-09-05,2,2.0,
3150,2025-05-16,10,,16.76
372,2025-07-04,2,,
3484,2025-01-20,6,,
1172,2025-05-18,4,5.0,
4305,2025-06-03,4,,
4155,2024-04-17,2,,
2636,2025-08-31,8,,
444,2025-11-20,6,,
4431,2025-08-01,5,,
2721,2025-09-29,4,,
1806,2025-11-13,12,,
4493,2025-11-28,7,,47.98
3911,2025-08-11,5,,
1328,2025-07-05,7,,69.06
883,2025-10-22,6,,2.35
1556,2025-07-03,4,,39.81
991,2025-11-10,2,7.0,
4830,2025-08-07,8,,
4786,2025-10-24,3,10.0,
1733,2025-12-01,3,5.0,60.46
3314,2025-01-01,9,,42.14
3636,2025-08-22,4,,
2018,2025-03-31,8,,50.47
1503,2025-07-24,4,,94.13
1649,2024-10-09,1,,
2710,2025-09-02,8,,
2887,2025-03-31,4,6.0,33.49
236,2025-05-03,12,,67.57
2935,2025-09-11,5,,
4775,2025-12-06,11,,68.11
4233,2024-10-21,9,,55.87
3901,2025-04-28,7,9.0,
4140,2025-12-04,8,,80.11
2339,2024-05-05,4,,
1394,2025-07-07,11,5.0,78.23
3384,2025-06-28,3,2.0,
857,2025-12-04,3,4.0,75.03
4227,2025-09-27,7,,61.13
215,2025-05-24,11,,49.37
3204,2024-08-16,8,,
3181,2025-11-02,11,6.0,
3092,2025-11-08,2,,43.82
1690,2025-05-11,12,,
2708,2025-09-07,11,5.0,16.49
2127,2025-02-11,2,,
911,2024-09-01,4,10.0,
2687,2025-07-26,12,,26.99
4562,2024-08-22,8,,
3272,2025-08-30,7,9.0,
3304,2025-04-13,10,,
4025,2025-10-31,8,,56.63
2212,2025-08-30,9,,99.49
4104,2024-11-18,11,2.0,76.66
1614,2025-10-12,1,,
3330,2025-11-26,11,6.0,54.02
4788,2025-10-26,11,,40.86
3261,2025-01-06,5,,
4610,2025-08-17,6,,
815,2025-05-27,1,,54.71
945,2025-09-19,6,,69.58
4774,2025-06-27,5,5.0,
3640,2025-08-20,7,7.0,
862,2024-09-06,4,,33.46
1343,2025-11-10,6,7.0,81.09
1428,2024-06-02,5,,
1315,2025-08-25,9,,65.6
759,2025-04-23,11,,
1100,2025-05-03,6,,
1451,2025-09-13,12,,76.56
3057,2025-12-05,9,,
3407,2025-11-24,10,,57.24
3372,2024-10-21,6,,
4758,2025-11-21,5,,91.75
3318,2025-09-24,1,,
3084,2024-09-25,11,2.0,
1426,2025-08-27,6,2.0,
261,2025-12-04,6,,52.24
4019,2024-12-22,6,,23.6
3938,2024-12-15,1,,91.74
4182,2025-09-13,4,,
3124,2025-09-17,4,,
715,2025-07-01,4,,87.35
1049,2025-10-22,7,,57.54
3543,2025-10-02,6,,
4953,2025-10-25,1,,4.35
4524,2024-12-07,5,7.0,18.54
1928,2025-11-09,6,,24.62
2596,2025-11-29,4,8.0,79.86
4885,2025-01-09,6,,
2282,2024-03-13,4,,38.61
2735,2025-04-24,9,,
4268,2025-07-16,8,5.0,31.66
1514,2025-05-18,4,,
1709,2024-09-30,8,,
1693,2024-03-28,8,10.0,55.37
1228,2025-09-20,8,,91.11
4875,2025-12-05,10,,95.35
3282,2025-09-17,2,,
186,2025-11-21,6,,
2666,2025-09-09,4,1.0,95.83
3749,2025-01-17,12,,
2151,2024-09-10,4,4.0,89.15
3511,2025-10-03,3,,23.65
914,2025-03-06,9,10.0,
4781,2025-08-17,6,5.0,
3165,2024-12-06,7,10.0,53.2
4735,2024-11-30,5,9.0,97.3
4711,2025-05-07,11,7.0,
3390,2025-05-19,12,3.0,7.45
4021,2025-07-02,4,,35.27
875,2025-10-10,4,5.0,93.73
2608,2025-09-23,7,,13.74
1700,2025-07-12,1,,
1214,2025-04-06,8,9.0,
2679,2025-09-30,5,,
2329,2025-03-01,4,,52.96
4285,2025-11-09,6,,27.3
2966,2025-11-20,6,,56.24
3768,2025-04-08,11,,
2650,2025-09-03,3,10.0,85.88
1549,2024-01-31,6,,
3678,2025-10-27,10,,51.58
1999,2025-04-17,4,2.0,
1410,2025-12-01,7,,
856,2024-06-14,12,,
4551,2024-11-23,10,10.0,
1548,2025-06-30,7,,
2941,2025-06-01,1,,
3570,2025-01-27,3,,
2456,2025-01-11,10,,
742,2025-10-03,5,,
1139,2025-10-18,11,,
2337,2025-12-06,4,,76.63
2572,2024-04-16,12,,
4836,2025-04-07,4,2.0,
4309,2025-09-20,7,,78.29
3748,2025-11-22,8,,
1649,2024-08-15,6,,
2179,2025-10-06,5,,17.98
2771,2025-09-09,3,,
3975,2025-08-09,9,8.0,57.61
2283,2024-09-05,11,,77.7
4992,2025-12-04,6,,76.85
3246,2025-03-18,10,,
2109,2025-10-11,9,,
1545,2025-10-05,6,,11.27
4565,2025-11-15,9,,
4461,2024-05-30,1,,88.09
1665,2025-03-01,3,,93.26
4478,2024-08-12,3,,75.6
17,2025-10-21,9,,24.04
4146,2025-11-16,9,,90.25
686,2025-09-16,1,3.0,
1461,2025-06-01,11,,32.83
3080,2025-07-15,2,,61.52
2355,2025-12-01,5,,
118,2025-08-21,9,,59.84
1157,2025-10-21,4,,42.48
3355,2024-08-12,9,,15.24
2881,2025-11-22,8,6.0,
1785,2023-12-21,3,10.0,
1793,2024-12-15,8,,92.47
4476,2025-09-01,3,4.0,
40,2025-08-06,8,,
3610,2025-09-29,2,,39.66
4996,2025-11-30,10,,
2954,2025-10-30,2,,27.57
4171,2025-09-11,8,,21.05
555,2025-08-13,6,,5.99
3382,2025-07-15,3,,
1012,2025-06-24,7,,52.33
944,2025-12-06,2,,
3125,2025-11-08,12,5.0,13.93
2479,2024-04-25,11,,
555,2025-02-12,11,,
2385,2025-09-21,8,4.0,31.23
758,2025-11-20,9,,
18,2025-10-24,5,1.0,76.37
2064,2025-02-25,10,8.0,47.3
519,2025-07-25,7,,52.55
2218,2025-11-29,9,,34.91
3770,2025-10-24,10,,
2831,2025-10-22,4,,21.17
3621,2024-08-24,7,,
958,2025-11-07,2,,29.37
1806,2025-11-20,1,,52.57
131,2024-11-30,8,10.0,
4258,2025-05-28,2,,
3522,2025-03-31,7,,28.33
2707,2025-11-15,3,,80.76
4648,2024-01-04,6,9.0,4.52
4807,2025-11-05,1,,
4360,2025-10-04,6,2.0,
2420,2025-11-07,3,,29.75
3823,2025-11-22,7,,
2929,2025-08-10,12,,42.45
3698,2025-03-30,5,,64.63
3900,2025-11-10,8,4.0,5.75
186,2024-05-13,2,,
714,2025-10-04,12,,97.14
461,2025-10-30,9,,
3201,2024-11-09,6,,26.24
719,2024-12-19,8,2.0,77.28
253,2025-12-03,6,,
4297,2025-08-13,10,2.0,
918,2025-06-04,9,9.0,33.57
141,2025-12-02,2,,
4348,2025-07-14,9,,24.35
310,2025-04-16,8,,65.14
3092,2025-08-12,10,,85.94
4776,2025-11-23,3,,5.84
3054,2025-07-11,5,,
4836,2025-06-27,10,,65.91
4407,2025-08-28,9,,
4171,2025-03-30,4,,
2013,2025-07-31,7,,
4707,2025-05-07,7,,
3880,2024-03-24,3,,30.05
2606,2025-02-04,8,,
1315,2025-09-19,11,,
4473,2024-07-21,12,,1.41
4686,2024-03-12,3,,37.65
3681,2025-11-07,12,,
2837,2024-08-05,7,,24.15
1701,2025-11-28,1,,
2154,2025-10-27,5,2.0,51.43
3017,2025-09-02,7,3.0,
3680,2025-09-28,7,,
54,2024-11-29,2,,59.22
765,2025-09-18,9,,7.83
4290,2025-08-08,6,,43.4
472,2025-06-18,12,9.0,
4264,2025-10-12,3,10.0,
3793,2025-10-05,9,,22.44
849,2025-08-16,8,3.0,
4426,2024-06-07,11,,
1078,2025-08-05,12,,10.17
1335,2025-07-15,9,,32.57
3479,2025-02-08,1,,30.43
1622,2025-09-20,6,5.0,
3101,2024-11-11,7,,
2772,2025-07-09,1,,64.46
4733,2025-11-07,10,,11.41
4189,2025-11-12,8,,55.55
4856,2025-04-25,10,,
3705,2024-07-24,12,,28.32
4639,2025-03-18,5,,
3974,2025-11-19,8,,22.25
4057,2025-09-07,3,,
1425,2025-04-28,4,,28.12
455,2025-05-25,12,,16.74
827,2025-09-26,6,,88.88
2339,2024-12-12,7,,
162,2025-04-14,1,,
1656,2025-10-27,12,,86.5
2443,2025-04-19,3,,
1314,2025-11-27,4,,
2531,2025-10-25,8,7.0,
36,2024-04-05,2,8.0,57.9
4151,2025-11-26,8,,83.83
4995,2025-06-19,7,,7.86
4874,2025-06-20,12,,
1913,2025-11-21,4,1.0,30.71
3610,2025-11-18,10,1.0,79.93
3621,2025-11-26,6,,28.05
2655,2024-06-19,7,,33.68
4168,2025-09-27,3,,39.14
560,2025-07-29,11,,77.31
1623,2025-09-15,8,,
3933,2025-09-16,11,,56.05
3232,2025-05-16,8,,
2490,2025-04-27,9,,
2705,2025-11-01,10,,
4817,2024-06-17,11,,85.99
1262,2025-12-01,12,5.0,25.15
1109,2025-12-06,10,,
1204,2025-06-16,7,,
136,2025-04-17,1,,11.4
2721,2025-11-24,9,,
1304,2025-09-19,11,,
3611,2025-08-10,12,,
1806,2025-07-17,11,,
883,2025-11-09,3,,
2416,2024-10-03,11,,
2814,2025-03-15,8,,65.37
2306,2025-07-24,6,,74.58
354,2025-09-27,1,10.0,16.94
3176,2024-06-27,7,3.0,65.44
191,2025-06-01,3,,
3378,2025-11-13,2,,9.16
762,2025-11-07,1,9.0,
465,2024-09-24,10,,
287,2025-11-28,11,7.0,60.03
4052,2025-10-28,12,9.0,8.38
3049,2025-04-11,11,,43.65
3928,2025-11-03,2,,18.29
2951,2025-05-21,6,,24.18
2631,2025-06-19,9,4.0,69.37
1479,2024-12-15,6,1.0,63.87
3702,2024-10-08,3,,2.64
4273,2025-06-22,9,,
4566,2025-06-08,11,2.0,
3390,2024-11-07,2,4.0,
3470,2025-11-16,7,,82.6
907,2024-08-26,2,5.0,90.88
4068,2024-11-16,12,,59.32
4585,2024-08-20,2,,
2482,2025-05-14,6,,
2252,2025-02-25,11,2.0,
1739,2025-10-01,1,,17.39
3416,2025-05-14,12,,8.51
2891,2025-11-26,9,,
1426,2024-11-25,1,,47.29
3660,2024-01-23,4,,
3504,2025-09-17,9,10.0,
4839,2025-03-03,10,,89.46
769,2024-10-21,10,5.0,31.0
1733,2025-08-18,7,,
3361,2025-11-22,8,,5.17
555,2025-02-20,9,5.0,
4461,2024-12-13,6,,16.76
1854,2025-08-06,4,,
86,2025-03-02,8,,
3369,2025-01-26,6,4.0,
3899,2025-09-16,11,,2.34
2326,2025-11-18,10,,
963,2025-01-11,6,,65.02
3136,2025-07-20,1,,
1122,2025-07-04,9,,
2460,2025-07-07,2,,48.04
1079,2025-06-07,1,,47.76
2548,2025-04-26,3,,6.78
2362,2025-07-28,2,,78.03
2414,2024-10-16,4,4.0,
1447,2025-11-02,4,,
2718,2025-06-14,2,,
1326,2025-07-26,9,8.0,
125,2025-09-13,7,,
678,2025-07-08,10,9.0,26.8
3654,2025-09-09,6,,
2823,2025-04-20,9,5.0,
4423,2025-06-03,10,7.0,
716,2025-06-14,7,,22.45
3306,2025-05-23,2,,
715,2025-05-27,12,,
2266,2025-10-31,4,10.0,
3266,2025-04-16,6,,
601,2025-07-12,12,,
497,2025-11-22,8,,
4188,2025-04-08,4,,
4885,2025-10-18,7,7.0,9.01
3726,2025-04-26,2,8.0,
2026,2025-08-10,9,,
4057,2025-08-02,11,,
4724,2025-08-26,3,,57.85
777,2025-08-09,8,6.0,
2631,2024-11-09,1,,42.05
2777,2025-04-01,11,,
18,2025-06-05,7,,
4617,2025-07-26,6,,
2918,2025-04-24,9,,
2768,2025-09-07,6,,
1379,2025-09-02,9,,
4995,2025-04-12,8,,44.75
1451,2024-08-14,5,,
3312,2025-10-18,5,,68.23
4781,2025-07-24,8,,94.57
2876,2025-10-14,11,,57.25
1475,2025-09-12,6,,
1650,2025-01-03,1,10.0,13.31
1793,2025-08-28,7,1.0,37.9
2805,2025-09-16,1,2.0,45.53
3153,2025-07-13,12,8.0,35.11
2639,2025-11-27,6,8.0,96.65
1789,2024-05-11,1,,
4730,2024-08-21,9,9.0,6.47
175,2025-11-12,1,2.0,
2943,2024-10-23,7,,48.89
4992,2025-12-06,7,,
786,2025-10-12,6,,75.89
698,2025-11-13,10,,37.37
769,2025-10-14,1,,
2935,2025-07-13,7,,
1492,2025-04-20,12,,
