account_id,product,start_date,end_date,mrr,quantity,units,bill_period_months,discount
297,Enterprise,2024-11-01,,79.992,1,licenses,12,0.2
1545,Standard,2024-12-19,2025-11-16,25.4915,2,seats,12,0.15
3717,Standard,2025-06-17,,26.991,1,seats,3,0.1
2421,Standard,2025-04-29,,23.992,1,licenses,6,0.2
2815,Premium,2024-01-17,2024-12-30,42.4915,3,licenses,6,0.15
322,Enterprise,2024-03-09,,99.99,5,seats,1,0.0
2549,Basic,2025-03-12,2025-12-24,9.99,1,seats,12,0.0
2308,Enterprise,2024-11-27,,99.99,3,seats,3,0.0
1843,Standard,2025-05-13,,29.99,5,seats,6,0.0
636,Basic,2024-01-22,,8.991,1,users,6,0.1
2188,Premium,2024-11-02,,42.4915,5,users,12,0.15
4091,Premium,2024-10-21,,39.992000000000004,1,licenses,12,0.2
2749,Standard,2025-04-05,,25.4915,2,users,6,0.15
3220,Enterprise,2025-10-02,,99.99,1,seats,12,0.0
1451,Premium,2024-11-23,2025-11-16,49.99,3,users,6,0.0
2510,Basic,2025-05-31,,8.4915,1,users,6,0.15
3041,Enterprise,2025-01-31,,99.99,1,seats,12,0.0
111,Enterprise,2025-07-20,2026-05-18,99.99,1,seats,6,0.0
3153,Basic,2025-10-14,,9.99,5,licenses,6,0.0
4781,Standard,2025-06-28,,22.4925,1,users,3,0.25
2595,Premium,2025-10-10,,44.991,1,licenses,3,0.1
3752,Standard,2024-01-09,,29.99,3,licenses,1,0.0
1000,Enterprise,2025-06-18,2025-08-19,99.99,1,licenses,6,0.0
4498,Enterprise,2024-05-15,,99.99,1,users,1,0.0
2289,Standard,2024-07-07,,29.99,1,licenses,12,0.0
4081,Basic,2024-07-15,2024-10-07,7.4925,5,licenses,1,0.25
208,Enterprise,2025-07-08,2026-02-21,89.991,2,seats,6,0.1
4730,Enterprise,2024-01-08,,99.99,1,users,12,0.0
28,Basic,2025-10-04,,9.99,5,licenses,6,0.0
2926,Standard,2024-06-05,2024-12-11,29.99,5,licenses,12,0.0
374,Basic,2025-07-04,,7.992000000000001,1,licenses,1,0.2
1049,Basic,2025-05-30,,7.992000000000001,1,seats,6,0.2
3486,Basic,2025-04-18,,7.992000000000001,1,seats,6,0.2
3261,Basic,2025-06-21,,9.99,1,seats,12,0.0
3098,Premium,2023-12-11,2024-06-29,49.99,5,seats,6,0.0
4923,Standard,2025-03-29,,23.992,1,licenses,12,0.2
2886,Standard,2025-07-08,2026-06-01,23.992,2,seats,3,0.2
1558,Standard,2025-02-15,,26.991,5,licenses,1,0.1
1820,Premium,2025-07-27,2026-03-03,49.99,3,users,3,0.0
285,Enterprise,2025-09-04,,84.99149999999999,2,seats,12,0.15
4190,Standard,2024-03-25,,29.99,3,seats,12,0.0
1638,Enterprise,2025-08-27,2025-10-30,99.99,2,seats,1,0.0
2902,Standard,2023-12-14,2024-08-23,23.992,5,users,3,0.2
2148,Premium,2024-08-04,2025-03-19,37.4925,1,seats,12,0.25
1190,Standard,2023-12-30,,29.99,1,licenses,3,0.0
4165,Basic,2024-03-24,,9.99,1,licenses,1,0.0
4638,Standard,2025-06-07,,29.99,2,seats,3,0.0
3089,Standard,2025-05-04,,29.99,2,seats,6,0.0
3923,Standard,2024-02-12,2024-03-12,29.99,2,licenses,1,0.0
4029,Premium,2025-04-09,2026-03-18,49.99,1,licenses,1,0.0
2498,Basic,2025-07-07,2026-06-10,9.99,1,users,6,0.0
1430,Enterprise,2024-07-04,,79.992,2,seats,1,0.2
4677,Enterprise,2024-11-06,2025-03-28,74.99249999999999,2,seats,6,0.25
2962,Premium,2024-05-03,2024-08-01,39.992000000000004,5,seats,6,0.2
3018,Basic,2025-03-07,2025-12-22,7.4925,5,users,12,0.25
2703,Enterprise,2025-11-19,,79.992,1,licenses,6,0.2
3080,Standard,2024-09-01,,29.99,1,seats,6,0.0
3909,Basic,2025-11-18,,8.991,1,licenses,3,0.1
123,Basic,2025-08-30,2026-08-04,9.99,1,users,12,0.0
601,Standard,2024-09-22,,25.4915,2,users,3,0.15
4358,Enterprise,2025-10-30,,84.99149999999999,2,seats,12,0.15
608,Standard,2024-07-22,,29.99,1,licenses,12,0.0
1519,Standard,2024-02-08,,22.4925,1,users,12,0.25
2779,Enterprise,2024-12-11,2025-11-03,99.99,5,licenses,12,0.0
4684,Premium,2025-08-10,,39.992000000000004,2,users,3,0.2
2530,Standard,2024-06-30,,22.4925,3,licenses,1,0.25
2744,Standard,2025-08-01,2025-10-22,29.99,3,seats,3,0.0
2884,Basic,2024-07-27,,9.99,1,licenses,6,0.0
3737,Premium,2025-11-29,,49.99,1,users,12,0.0
4598,Enterprise,2025-01-27,,79.992,2,users,12,0.2
3285,Premium,2024-04-08,,49.99,1,users,12,0.0
1650,Enterprise,2024-09-26,,99.99,1,users,6,0.0
271,Basic,2025-03-31,,7.992000000000001,1,users,12,0.2
1632,Basic,2025-03-03,,8.4915,1,users,12,0.15
3616,Basic,2024-02-25,,9.99,1,licenses,1,0.0
3115,Standard,2025-05-10,2025-11-16,25.4915,2,licenses,6,0.15
66,Standard,2024-12-13,2025-09-10,29.99,2,users,6,0.0
1691,Enterprise,2025-04-10,,74.99249999999999,1,licenses,6,0.25
2376,Premium,2024-12-14,,44.991,5,users,12,0.1
2032,Premium,2025-03-13,,49.99,5,seats,6,0.0
2519,Premium,2025-01-28,,44.991,3,licenses,1,0.1
4826,Standard,2023-12-15,,29.99,1,licenses,3,0.0
3694,Premium,2024-04-27,,44.991,1,seats,3,0.1
4308,Standard,2025-04-21,2025-10-07,25.4915,2,seats,3,0.15
4960,Enterprise,2024-04-26,,84.99149999999999,5,licenses,3,0.15
4773,Premium,2025-03-26,2025-03-31,37.4925,3,users,1,0.25
1058,Basic,2025-08-11,,7.4925,1,users,3,0.25
2678,Premium,2025-05-23,,39.992000000000004,2,users,6,0.2
2759,Enterprise,2025-07-31,2025-08-06,99.99,1,users,3,0.0
4643,Enterprise,2024-11-11,,99.99,5,licenses,6,0.0
1831,Basic,2025-07-15,,7.4925,1,seats,1,0.25
1118,Basic,2024-08-21,,8.991,1,licenses,3,0.1
4874,Enterprise,2025-01-02,,79.992,5,users,3,0.2
19,Enterprise,2024-04-28,,99.99,1,licenses,1,0.0
2954,Premium,2025-03-16,,44.991,2,seats,3,0.1
694,Basic,2024-05-30,,9.99,1,users,3,0.0
1504,Standard,2025-06-28,,23.992,1,seats,12,0.2
2038,Standard,2024-08-25,,29.99,2,seats,6,0.0
883,Basic,2025-04-13,,7.992000000000001,3,users,6,0.2
4133,Enterprise,2025-11-03,,79.992,1,licenses,1,0.2
1154,Premium,2024-04-19,,49.99,5,seats,12,0.0
3992,Enterprise,2025-10-02,,99.99,1,users,6,0.0
1703,Premium,2025-07-01,2026-01-05,49.99,1,seats,1,0.0
4581,Premium,2024-11-01,,44.991,1,licenses,12,0.1
1307,Standard,2025-07-23,,29.99,3,seats,3,0.0
77,Standard,2025-07-22,,25.4915,1,seats,1,0.15
1675,Basic,2025-11-14,2026-03-24,8.991,2,users,3,0.1
555,Basic,2024-08-26,,7.4925,1,users,12,0.25
3497,Standard,2024-03-22,,22.4925,1,seats,12,0.25
465,Standard,2024-02-18,,29.99,1,seats,6,0.0
1891,Premium,2025-06-15,2025-10-04,49.99,5,seats,12,0.0
383,Standard,2024-08-24,2025-06-18,22.4925,5,seats,6,0.25
745,Enterprise,2025-06-22,,99.99,1,seats,3,0.0
3059,Basic,2024-10-09,,9.99,5,licenses,12,0.0
3790,Basic,2024-02-18,,8.991,1,users,12,0.1
3391,Basic,2025-03-11,2025-09-12,7.992000000000001,3,seats,3,0.2
4398,Enterprise,2024-01-13,,99.99,1,licenses,3,0.0
526,Standard,2025-01-16,,22.4925,3,licenses,3,0.25
2812,Enterprise,2024-06-08,,99.99,3,licenses,12,0.0
1208,Standard,2025-03-26,,26.991,3,seats,12,0.1
1527,Basic,2025-09-11,2025-10-06,9.99,3,users,3,0.0
4207,Basic,2023-12-24,,7.992000000000001,3,users,3,0.2
410,Basic,2025-10-17,,8.991,1,licenses,12,0.1
296,Standard,2024-12-11,2025-10-25,25.4915,1,licenses,3,0.15
2908,Standard,2025-08-16,,29.99,1,seats,6,0.0
4033,Enterprise,2025-03-26,2025-11-14,99.99,1,seats,6,0.0
2955,Premium,2025-07-12,2025-10-11,44.991,5,users,3,0.1
2136,Enterprise,2025-05-21,,99.99,5,licenses,3,0.0
1602,Standard,2025-02-08,,22.4925,1,users,6,0.25
4115,Enterprise,2025-11-24,,99.99,1,seats,6,0.0
3066,Enterprise,2025-09-24,,74.99249999999999,1,seats,6,0.25
3672,Enterprise,2024-03-08,,99.99,2,users,6,0.0
1714,Standard,2024-10-08,2025-01-11,26.991,2,users,6,0.1
2613,Standard,2024-12-04,,29.99,2,seats,3,0.0
3272,Premium,2025-07-14,,49.99,1,licenses,1,0.0
3022,Standard,2024-04-09,,29.99,1,users,3,0.0
1789,Basic,2024-04-10,,7.4925,5,licenses,3,0.25
4765,Enterprise,2024-09-16,2025-08-25,79.992,1,licenses,3,0.2
3348,Standard,2024-01-26,,29.99,1,users,6,0.0
3089,Basic,2024-01-27,,8.4915,1,licenses,6,0.15
4516,Premium,2025-05-21,2025-07-15,49.99,5,licenses,1,0.0
332,Basic,2024-04-28,,7.4925,1,licenses,6,0.25
1287,Basic,2025-06-08,,9.99,1,seats,1,0.0
3049,Premium,2023-12-09,,49.99,2,licenses,1,0.0
3418,Enterprise,2025-02-04,,99.99,3,seats,12,0.0
4349,Premium,2024-05-16,,44.991,1,users,6,0.1
1095,Basic,2024-11-04,2025-07-20,8.991,2,licenses,1,0.1
4297,Enterprise,2025-01-19,,74.99249999999999,5,users,3,0.25
3291,Premium,2025-01-22,,49.99,3,users,12,0.0
1060,Standard,2024-02-01,2024-12-10,29.99,5,users,6,0.0
1187,Standard,2025-05-23,2025-10-27,23.992,1,seats,1,0.2
2330,Standard,2024-06-10,2024-08-07,29.99,5,users,6,0.0
4187,Basic,2024-08-11,,8.991,1,users,1,0.1
4818,Premium,2024-02-08,2025-01-31,49.99,1,licenses,1,0.0
4502,Basic,2025-04-26,,8.991,2,seats,1,0.1
1378,Basic,2025-12-01,,9.99,5,seats,1,0.0
4418,Premium,2024-05-28,,37.4925,1,seats,3,0.25
2636,Basic,2025-06-06,,8.4915,1,licenses,6,0.15
16,Premium,2024-10-05,,42.4915,1,licenses,3,0.15
4625,Basic,2024-09-01,,7.992000000000001,2,seats,1,0.2
3747,Enterprise,2025-04-18,2026-01-28,99.99,3,licenses,3,0.0
3157,Standard,2024-07-29,,23.992,1,licenses,3,0.2
2755,Basic,2025-06-08,,9.99,1,users,12,0.0
4524,Premium,2025-12-06,,49.99,1,licenses,1,0.0
4144,Standard,2025-04-19,,29.99,1,licenses,3,0.0
4429,Standard,2025-05-29,,25.4915,5,seats,6,0.15
4329,Enterprise,2023-12-12,,79.992,5,seats,6,0.2
3327,Enterprise,2024-11-07,2024-11-30,89.991,5,licenses,12,0.1
3033,Standard,2024-02-25,,25.4915,3,seats,1,0.15
2183,Standard,2024-03-10,2025-01-15,26.991,2,seats,1,0.1
3774,Basic,2024-04-08,,7.4925,3,licenses,6,0.25
2024,Premium,2024-01-30,,39.992000000000004,5,seats,6,0.2
1235,Enterprise,2024-11-24,,74.99249999999999,2,licenses,12,0.25
3150,Standard,2024-04-27,,29.99,1,users,6,0.0
1673,Premium,2024-12-20,,42.4915,1,licenses,3,0.15
3565,Basic,2025-02-04,,8.4915,3,seats,12,0.15
3646,Premium,2025-07-13,,44.991,2,licenses,12,0.1
2495,Basic,2024-04-28,,8.991,1,licenses,12,0.1
32,Enterprise,2024-01-04,,99.99,3,users,6,0.0
4678,Premium,2025-02-27,2025-11-15,49.99,3,licenses,12,0.0
2477,Basic,2024-08-20,2025-04-12,8.4915,5,users,12,0.15
1690,Enterprise,2024-11-12,,84.99149999999999,3,seats,1,0.15
2173,Premium,2025-11-26,,49.99,5,licenses,6,0.0
4217,Enterprise,2025-01-06,,99.99,1,seats,1,0.0
3265,Standard,2025-10-27,,29.99,3,licenses,12,0.0
502,Basic,2025-03-04,,9.99,1,licenses,3,0.0
856,Standard,2024-05-16,,25.4915,3,seats,1,0.15
338,Premium,2025-01-28,,42.4915,3,seats,12,0.15
4875,Enterprise,2025-08-20,,89.991,1,seats,6,0.1
1224,Enterprise,2025-11-23,2026-03-12,99.99,5,users,6,0.0
3198,Enterprise,2024-04-09,,74.99249999999999,3,users,1,0.25
1666,Basic,2024-11-05,,8.4915,1,licenses,6,0.15
1570,Enterprise,2024-09-20,,99.99,3,users,6,0.0
160,Basic,2025-06-24,,7.992000000000001,1,seats,12,0.2
926,Standard,2024-11-20,,29.99,1,seats,12,0.0
2224,Premium,2025-03-23,2026-01-22,49.99,2,users,6,0.0
2247,Premium,2024-05-13,,44.991,1,seats,12,0.1
2465,Basic,2025-07-14,,9.99,1,users,12,0.0
2820,Enterprise,2025-07-19,,89.991,1,seats,12,0.1
1482,Basic,2025-01-01,2025-11-23,7.992000000000001,5,users,1,0.2
3602,Basic,2024-07-14,,8.991,1,licenses,6,0.1
2364,Premium,2024-04-04,2024-11-14,49.99,1,seats,6,0.0
1899,Standard,2025-11-30,,29.99,1,users,6,0.0
2729,Premium,2025-08-24,2026-06-26,49.99,1,licenses,3,0.0
2041,Enterprise,2024-02-01,2024-03-19,74.99249999999999,1,licenses,3,0.25
3870,Standard,2024-02-27,,26.991,1,users,3,0.1
2218,Standard,2024-05-16,,23.992,1,licenses,6,0.2
2661,Standard,2024-04-17,,29.99,5,users,3,0.0
1147,Premium,2024-10-17,2025-07-02,49.99,2,users,1,0.0
689,Enterprise,2025-10-11,,99.99,3,licenses,1,0.0
387,Premium,2024-04-02,2024-11-18,44.991,1,users,6,0.1
3864,Standard,2024-02-22,2024-05-05,29.99,2,licenses,6,0.0
2424,Basic,2025-08-07,,9.99,5,licenses,12,0.0
3764,Standard,2025-02-13,,25.4915,1,seats,6,0.15
2731,Standard,2024-07-02,,29.99,1,seats,12,0.0
4341,Standard,2025-09-12,,29.99,5,seats,12,0.0
1964,Standard,2025-10-29,,25.4915,3,seats,12,0.15
4562,Basic,2025-06-11,,8.991,1,seats,6,0.1
2337,Enterprise,2025-01-17,,99.99,1,seats,3,0.0
3647,Premium,2025-01-06,,49.99,1,licenses,12,0.0
1855,Enterprise,2025-08-25,,74.99249999999999,1,users,1,0.25
3481,Enterprise,2025-02-10,,89.991,2,seats,3,0.1
3926,Enterprise,2025-06-23,,89.991,3,seats,12,0.1
2543,Standard,2024-10-27,2025-09-02,25.4915,1,users,3,0.15
3523,Premium,2025-10-14,,42.4915,3,seats,6,0.15
303,Basic,2024-06-09,,9.99,2,seats,1,0.0
4731,Basic,2024-01-06,,9.99,1,licenses,3,0.0
697,Enterprise,2025-02-15,2025-07-16,89.991,1,licenses,6,0.1
4216,Premium,2024-04-19,,49.99,3,users,12,0.0
4017,Premium,2024-06-22,2025-03-15,39.992000000000004,1,licenses,6,0.2
421,Standard,2025-09-24,,25.4915,2,licenses,3,0.15
4414,Basic,2025-02-03,,9.99,5,licenses,3,0.0
3702,Basic,2025-11-22,,7.4925,3,licenses,12,0.25
2452,Premium,2025-08-27,,37.4925,1,users,6,0.25
4067,Standard,2024-06-19,2024-09-21,23.992,1,licenses,12,0.2
244,Standard,2024-09-18,,29.99,1,licenses,6,0.0
2014,Enterprise,2025-02-28,,99.99,3,seats,1,0.0
186,Standard,2024-09-07,,29.99,1,users,1,0.0
1211,Enterprise,2024-04-16,2024-10-25,99.99,5,licenses,12,0.0
2565,Basic,2025-11-24,,7.992000000000001,1,seats,12,0.2
1037,Enterprise,2025-08-04,2025-12-06,74.99249999999999,3,seats,1,0.25
86,Standard,2024-04-28,,29.99,1,licenses,3,0.0
2582,Premium,2025-04-01,,49.99,3,seats,1,0.0
4351,Premium,2024-07-10,,49.99,1,users,1,0.0
500,Standard,2025-05-03,,29.99,2,seats,6,0.0
2812,Enterprise,2024-11-13,,99.99,2,seats,3,0.0
1778,Premium,2024-05-04,2024-11-01,49.99,3,seats,12,0.0
59,Premium,2024-09-22,2025-08-13,49.99,2,licenses,6,0.0
2018,Basic,2024-11-06,,9.99,3,users,6,0.0
4654,Standard,2024-12-16,,29.99,1,users,6,0.0
2378,Standard,2024-01-11,,23.992,1,licenses,12,0.2
1966,Enterprise,2025-06-03,,74.99249999999999,1,licenses,12,0.25
4871,Enterprise,2024-10-13,2025-02-18,99.99,1,licenses,12,0.0
674,Enterprise,2025-03-19,2026-03-15,79.992,2,seats,6,0.2
287,Basic,2025-01-09,,9.99,1,licenses,12,0.0
2455,Enterprise,2025-10-24,,99.99,1,seats,6,0.0
4590,Basic,2024-07-22,,9.99,1,seats,3,0.0
3987,Enterprise,2024-09-30,2025-06-18,74.99249999999999,1,users,3,0.25
2124,Premium,2025-08-10,,42.4915,1,licenses,12,0.15
2597,Standard,2024-04-26,,22.4925,1,users,1,0.25
4058,Enterprise,2023-12-26,,79.992,3,licenses,6,0.2
30,Standard,2024-07-07,,22.4925,1,licenses,3,0.25
4171,Enterprise,2025-01-13,,99.99,1,licenses,6,0.0
1943,Premium,2025-07-20,,49.99,2,users,12,0.0
1611,Basic,2024-05-19,,9.99,1,users,12,0.0
2220,Basic,2025-01-28,,8.4915,3,licenses,3,0.15
533,Enterprise,2024-05-24,,79.992,5,users,3,0.2
4195,Standard,2025-05-01,,22.4925,2,users,3,0.25
115,Premium,2025-04-12,,42.4915,1,licenses,1,0.15
924,Premium,2024-06-30,,37.4925,2,seats,3,0.25
1527,Standard,2025-07-23,,22.4925,1,seats,12,0.25
2147,Basic,2025-04-12,,8.4915,1,licenses,3,0.15
2918,Enterprise,2025-07-22,2025-12-13,99.99,1,seats,12,0.0
4053,Premium,2024-05-07,2024-09-23,49.99,1,licenses,1,0.0
617,Basic,2024-03-16,,7.992000000000001,1,seats,12,0.2
2270,Enterprise,2024-04-14,,84.99149999999999,2,seats,1,0.15
3194,Premium,2025-05-11,2025-11-19,49.99,2,users,12,0.0
1181,Standard,2025-11-22,,23.992,5,licenses,6,0.2
1753,Standard,2025-08-26,2026-07-11,29.99,1,seats,12,0.0
2503,Enterprise,2025-08-27,,99.99,1,users,12,0.0
99,Standard,2024-09-03,,29.99,1,seats,12,0.0
288,Basic,2025-04-08,,7.4925,2,licenses,6,0.25
1111,Basic,2025-05-19,,8.4915,3,seats,6,0.15
82,Premium,2024-08-06,,49.99,1,seats,12,0.0
4055,Standard,2024-12-30,,25.4915,1,seats,3,0.15
3780,Standard,2025-09-06,2025-09-24,23.992,2,seats,12,0.2
1313,Basic,2025-05-11,,8.991,3,seats,1,0.1
4173,Enterprise,2024-02-05,,99.99,1,seats,1,0.0
205,Premium,2023-12-11,,39.992000000000004,2,seats,6,0.2
4064,Basic,2024-05-25,,9.99,2,seats,3,0.0
3726,Premium,2025-03-31,,49.99,1,users,6,0.0
2402,Standard,2024-12-02,2025-10-30,26.991,1,seats,3,0.1
2805,Standard,2024-04-14,,29.99,1,licenses,3,0.0
140,Premium,2024-09-06,,44.991,1,users,6,0.1
186,Standard,2024-10-02,,29.99,1,seats,3,0.0
1841,Standard,2024-10-14,2025-06-10,25.4915,1,licenses,12,0.15
4565,Basic,2025-03-05,,7.4925,5,users,3,0.25
4787,Premium,2024-11-10,2025-01-04,49.99,3,licenses,1,0.0
905,Premium,2025-06-15,,42.4915,2,licenses,1,0.15
2340,Enterprise,2024-08-03,,74.99249999999999,3,licenses,6,0.25
3452,Standard,2024-08-19,,29.99,1,licenses,3,0.0
4306,Premium,2024-08-26,,42.4915,5,seats,6,0.15
3591,Basic,2024-04-30,2024-09-27,8.4915,3,seats,1,0.15
703,Enterprise,2025-10-23,2026-08-12,79.992,5,licenses,6,0.2
1652,Enterprise,2025-05-18,,99.99,1,licenses,3,0.0
2204,Enterprise,2024-09-03,,99.99,3,seats,6,0.0
961,Standard,2025-01-14,,29.99,1,licenses,12,0.0
80,Standard,2025-06-19,2026-02-26,23.992,5,seats,1,0.2
120,Premium,2025-12-05,,37.4925,1,seats,6,0.25
500,Basic,2024-05-24,,9.99,1,licenses,1,0.0
3304,Enterprise,2024-04-08,2024-04-11,99.99,3,licenses,3,0.0
4684,Basic,2025-03-23,2025-03-25,9.99,3,seats,1,0.0
3150,Standard,2025-07-17,,29.99,2,licenses,3,0.0
4768,Enterprise,2024-11-04,2025-04-26,99.99,3,seats,1,0.0
4487,Enterprise,2025-03-17,,99.99,1,seats,12,0.0
4889,Premium,2025-03-26,,49.99,5,seats,3,0.0
3651,Basic,2024-06-19,,9.99,1,licenses,1,0.0
4950,Premium,2025-01-03,,37.4925,3,users,6,0.25
1230,Basic,2024-02-24,,7.4925,5,seats,3,0.25
561,Premium,2025-01-09,,49.99,2,users,3,0.0
246,Enterprise,2024-11-17,,84.99149999999999,3,users,6,0.15
2322,Premium,2024-09-20,,39.992000000000004,1,seats,12,0.2
480,Standard,2024-02-16,,22.4925,1,licenses,6,0.25
4417,Basic,2025-07-18,,8.4915,2,licenses,3,0.15
2368,Basic,2024-11-01,2025-07-31,9.99,3,seats,3,0.0
4071,Premium,2025-07-20,,37.4925,1,licenses,6,0.25
1579,Enterprise,2025-06-26,,99.99,1,users,6,0.0
143,Basic,2025-09-08,2025-10-27,7.4925,3,seats,6,0.25
4520,Premium,2024-05-23,2024-12-24,49.99,5,seats,1,0.0
2682,Premium,2025-02-16,,44.991,1,seats,1,0.1
499,Enterprise,2025-04-26,2025-12-01,89.991,1,seats,3,0.1
699,Standard,2024-06-20,2024-08-04,29.99,1,licenses,3,0.0
1440,Standard,2024-05-04,,23.992,2,seats,3,0.2
2875,Basic,2025-11-06,,9.99,3,licenses,3,0.0
3066,Basic,2024-09-23,,9.99,1,licenses,12,0.0
2119,Premium,2025-10-20,,49.99,5,seats,12,0.0
1183,Enterprise,2025-04-26,,99.99,2,seats,12,0.0
878,Basic,2025-04-08,2025-12-20,7.992000000000001,5,licenses,6,0.2
1680,Premium,2025-07-07,,49.99,3,users,12,0.0
681,Enterprise,2024-06-07,2024-11-17,74.99249999999999,1,licenses,12,0.25
1034,Enterprise,2024-10-29,,99.99,3,users,3,0.0
3427,Enterprise,2023-12-22,,99.99,1,users,6,0.0
628,Enterprise,2024-05-27,,74.99249999999999,1,licenses,12,0.25
2404,Enterprise,2025-09-15,,84.99149999999999,1,licenses,12,0.15
1702,Premium,2025-10-30,,49.99,3,users,1,0.0
4101,Enterprise,2025-07-10,2025-12-18,74.99249999999999,1,seats,6,0.25
2520,Basic,2024-10-03,,7.4925,2,licenses,6,0.25
1249,Basic,2025-09-09,,7.992000000000001,2,users,3,0.2
4953,Premium,2024-12-06,,37.4925,1,seats,3,0.25
3275,Premium,2024-02-17,,37.4925,1,seats,6,0.25
4040,Standard,2024-06-11,2024-10-17,29.99,5,users,1,0.0
1913,Premium,2024-12-26,,37.4925,1,licenses,3,0.25
4119,Standard,2024-06-14,,25.4915,2,licenses,1,0.15
191,Enterprise,2025-03-16,,99.99,1,seats,12,0.0
826,Basic,2025-09-04,2026-03-13,9.99,1,licenses,3,0.0
2286,Basic,2025-03-28,,9.99,5,users,3,0.0
418,Premium,2025-12-02,,49.99,2,seats,12,0.0
824,Enterprise,2025-10-08,2025-11-09,79.992,1,seats,1,0.2
4872,Enterprise,2025-09-15,2026-02-04,99.99,1,seats,1,0.0
2440,Enterprise,2025-04-04,2026-03-24,89.991,5,seats,1,0.1
4831,Enterprise,2025-10-21,,99.99,5,users,12,0.0
1275,Premium,2024-07-05,,42.4915,5,users,1,0.15
3823,Premium,2025-11-27,,49.99,1,users,6,0.0
2792,Standard,2024-06-12,2024-08-13,29.99,2,seats,6,0.0
4573,Enterprise,2024-08-11,2025-04-08,84.99149999999999,1,licenses,1,0.15
1858,Enterprise,2024-10-07,2024-10-22,84.99149999999999,5,licenses,1,0.15
910,Enterprise,2025-07-27,,79.992,3,licenses,3,0.2
3148,Premium,2024-07-22,,42.4915,1,users,12,0.15
2776,Standard,2024-09-04,,25.4915,1,seats,1,0.15
1492,Premium,2024-01-17,,42.4915,1,users,1,0.15
3814,Basic,2025-06-16,,7.992000000000001,1,seats,1,0.2
1106,Standard,2025-05-30,2025-08-01,26.991,3,seats,12,0.1
3150,Enterprise,2024-08-27,,79.992,2,seats,6,0.2
3187,Enterprise,2025-09-30,,79.992,1,seats,6,0.2
4736,Premium,2025-09-06,,39.992000000000004,1,users,3,0.2
2443,Standard,2025-09-23,2025-09-28,29.99,1,users,12,0.0
381,Premium,2025-02-21,,39.992000000000004,5,licenses,3,0.2
922,Standard,2025-02-14,,29.99,3,seats,3,0.0
1806,Basic,2025-02-01,,7.992000000000001,2,licenses,1,0.2
612,Basic,2025-04-16,2025-06-07,9.99,1,users,6,0.0
3902,Premium,2023-12-22,,39.992000000000004,1,seats,12,0.2
2704,Standard,2024-05-22,2024-05-24,29.99,1,seats,6,0.0
2263,Enterprise,2025-03-16,,99.99,2,licenses,12,0.0
4795,Enterprise,2025-01-13,,84.99149999999999,1,users,1,0.15
911,Standard,2024-09-03,,29.99,1,seats,1,0.0
1919,Premium,2024-07-06,2025-01-08,49.99,1,users,12,0.0
374,Enterprise,2025-04-18,,99.99,1,users,3,0.0
2398,Enterprise,2025-02-23,,89.991,2,seats,6,0.1
301,Premium,2024-09-10,2025-05-04,49.99,1,licenses,1,0.0
3800,Basic,2024-11-08,,7.4925,5,users,6,0.25
4355,Standard,2024-01-26,,29.99,1,users,12,0.0
2606,Premium,2024-06-12,2024-09-16,44.991,1,seats,3,0.1
2472,Premium,2024-01-19,2024-02-14,49.99,3,seats,12,0.0
2723,Premium,2024-01-05,,49.99,2,seats,12,0.0
4547,Premium,2024-09-03,,49.99,1,seats,1,0.0
3649,Enterprise,2025-07-12,,99.99,5,seats,3,0.0
2772,Standard,2024-08-06,,29.99,1,licenses,12,0.0
1028,Standard,2024-07-08,,25.4915,1,users,12,0.15
248,Premium,2024-04-10,,49.99,1,licenses,12,0.0
2742,Premium,2025-03-16,2025-03-30,39.992000000000004,3,licenses,3,0.2
1187,Enterprise,2024-04-24,,99.99,1,licenses,3,0.0
3682,Enterprise,2025-11-27,,79.992,5,licenses,6,0.2
2636,Enterprise,2025-10-08,,84.99149999999999,3,users,12,0.15
4095,Premium,2025-03-21,2025-04-30,42.4915,5,seats,6,0.15
1977,Premium,2025-06-04,,37.4925,2,licenses,3,0.25
1067,Enterprise,2025-06-05,2025-09-04,99.99,5,seats,3,0.0
3950,Basic,2025-09-21,,7.4925,1,licenses,1,0.25
4015,Enterprise,2024-07-21,2024-10-14,99.99,1,seats,1,0.0
4450,Premium,2025-02-14,,42.4915,2,licenses,1,0.15
4534,Standard,2024-11-18,2025-01-11,22.4925,2,licenses,1,0.25
65,Standard,2025-05-29,2025-08-30,23.992,2,licenses,3,0.2
4503,Basic,2025-03-09,2025-09-29,9.99,2,seats,1,0.0
497,Enterprise,2025-09-24,,74.99249999999999,1,seats,1,0.25
659,Enterprise,2024-09-06,,99.99,1,licenses,3,0.0
89,Basic,2024-04-18,2024-07-22,8.991,2,seats,6,0.1
2080,Premium,2024-04-24,2024-06-21,37.4925,2,seats,12,0.25
4614,Premium,2024-09-19,,42.4915,1,licenses,12,0.15
1822,Basic,2025-01-08,,9.99,1,licenses,12,0.0
4506,Premium,2023-12-22,,39.992000000000004,3,seats,1,0.2
1043,Enterprise,2024-07-19,2024-09-02,99.99,3,seats,3,0.0
3176,Standard,2024-02-08,2024-11-23,22.4925,2,seats,6,0.25
1028,Enterprise,2024-08-30,,99.99,1,users,12,0.0
1362,Premium,2025-05-10,,49.99,3,licenses,6,0.0
4804,Premium,2024-08-30,,42.4915,3,users,1,0.15
